"","X","student_tracking_id","ethnicity","race","frpm","rptglng","fam_income","teachersurvey_el","teachersurvey_proficiency","pseAbility","langinst","wPercentCxPSE","rawPercentCxPSE","clean_school_id","wcj_lwi_ss","wcj_wa_ss","wcj_spelling_ss","wcm_lwi_ss","grade","age_month","school","langflu","ielpac_score","pseAbilitySS","ELStatus","proxy_SES","HispanicStatus","taskInst","MT"
"136",136,136,"Y",700,3,0,NA,0,3,0.170196042973608,"en",0.7,0.65625,5,79,94,73,NA,1,97,21,"EO",NA,0.437276862536523,"EO","Eligible","Hispanic","en","EO"
"137",137,137,"Y",700,3,0,NA,0,1,0.57958049384339,"en",0.725,0.75,5,87,79,88,NA,1,91,21,"EO",NA,1.04726488145497,"EO","Eligible","Hispanic","en","EO"
"138",138,138,"Y",700,3,1,NA,1,3,0.286392864642851,"en",0.725,0.6875,5,63,66,74,NA,1,98,21,"EL",395,0.520039756197656,"EL","Eligible","Hispanic","en","ES"
"139",139,139,"N",600,0,0,NA,0,3,0.789058908905942,"en",0.825,0.8125,5,116,113,110,NA,1,93,21,"EO",NA,1.1898754405013,"EO","Ineligible","Not Hispanic","en","EO"
"140",140,140,"N",600,3,0,NA,0,3,-0.173291699184974,"en",0.6,0.5625,5,130,131,122,NA,1,91,21,"EO",NA,0.294392688426602,"EO","Eligible","Not Hispanic","en","EO"
"141",141,141,"N",600,3,0,NA,0,3,-0.436473651517824,"en",0.525,0.5,5,95,91,84,NA,1,102,21,"EO",NA,-0.33656247199546,"EO","Eligible","Not Hispanic","en","EO"
"142",142,142,"Y",999,55,1,NA,1,1,-1.37571209017136,"en",0.1,0.166666666666667,7,82,103,82,NA,1,95,7,"EL",151,-1.04176341459222,"EL","NotReported","Hispanic","en","ES"
"143",143,143,"Y",999,55,1,NA,1,2,-0.697379460251308,"en",0.333333333333333,0.333333333333333,7,95,99,90,NA,1,89,7,"EL",243,-0.162827216623512,"EL","NotReported","Hispanic","en","ES"
"144",144,144,"Y",999,55,1,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,7,68,91,69,NA,1,94,7,"EL",151,0.00130079566639247,"EL","NotReported","Hispanic","en","ES"
"145",145,145,"Y",999,55,1,NA,1,3,-0.216866240744262,"en",0.458333333333333,0.458333333333333,7,69,52,72,NA,1,98,7,"EL",NA,0.0167806508105427,"EL","NotReported","Hispanic","en","ES"
"146",146,146,"Y",999,55,1,NA,1,3,-0.0772846962889839,"en",0.5,0.5,7,109,108,89,NA,1,92,7,"EL",150,0.356965763314482,"EL","NotReported","Hispanic","en","ES"
"147",147,147,"Y",999,55,1,NA,1,1,0.310352135375381,"es",0.625,0.625,7,71,69,73,NA,1,94,7,"EL",163,0.677734738962626,"EL","NotReported","Hispanic","es","ES"
"148",148,148,"Y",999,55,1,NA,1,1,-0.216866240744262,"en",0.458333333333333,0.458333333333333,7,77,92,77,NA,1,92,7,"EL",169,0.217384218859204,"EL","NotReported","Hispanic","en","ES"
"149",149,149,"Y",999,55,1,NA,1,2,0.706159238883065,"en",0.75,0.75,7,113,125,103,NA,1,96,7,"EL",214,1.00667398645409,"EL","NotReported","Hispanic","en","ES"
"150",150,150,"Y",999,55,1,NA,1,2,-0.216866240744262,"en",0.458333333333333,0.458333333333333,7,79,100,85,NA,1,95,7,"EL",151,0.117082434834873,"EL","NotReported","Hispanic","en","ES"
"151",151,151,"Y",999,55,1,NA,1,3,-0.216866240744262,"en",0.458333333333333,0.458333333333333,7,82,98,82,NA,1,94,7,"EL",417,0.150516362842983,"EL","NotReported","Hispanic","en","ES"
"152",152,152,"Y",999,55,1,NA,1,1,-0.874509077781747,"en",0.291666666666667,0.291666666666667,7,73,71,70,NA,1,93,7,"EL",190,-0.473692546186391,"EL","NotReported","Hispanic","en","ES"
"153",153,153,"Y",999,55,1,NA,1,3,0.437914977855591,"en",0.666666666666667,0.666666666666667,7,76,98,66,NA,1,99,7,"EL",321,0.638127941402286,"EL","NotReported","Hispanic","en","ES"
"154",154,154,"Y",999,55,1,NA,1,2,0.310352135375381,"es",0.625,0.625,7,69,89,63,NA,1,96,7,"EL",225,0.610866882946406,"EL","NotReported","Hispanic","es","ES"
"155",155,155,"Y",999,55,1,NA,1,2,0.853398925852826,"en",0.791666666666667,0.791666666666667,7,93,102,90,NA,1,88,7,"EL",313,1.42138509748873,"EL","NotReported","Hispanic","en","ES"
"156",156,156,"Y",700,55,1,NA,0,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,7,56,44,66,NA,1,88,7,"EL",191,0.751624501084835,"EL","NotReported","Hispanic","en","ES"
"157",157,157,"Y",999,55,1,NA,1,3,-0.216866240744262,"en",0.458333333333333,0.458333333333333,7,96,121,100,NA,1,94,7,"EL",373,0.150516362842983,"EL","NotReported","Hispanic","en","ES"
"158",158,158,"Y",999,55,0,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,7,69,95,75,NA,1,97,7,"EO",NA,0.704995797418506,"EO","NotReported","Hispanic","en","EO"
"159",159,159,"Y",999,55,1,NA,1,2,-0.0772846962889839,"en",0.5,0.5,7,93,107,93,NA,1,89,7,"EL",254,0.457267547338813,"EL","NotReported","Hispanic","en","ES"
"160",160,160,"Y",700,55,1,NA,1,3,-0.526523392141513,"en",0.375,0.375,7,112,112,104,NA,1,89,7,"EL",339,0.00802885148628341,"EL","NotReported","Hispanic","en","ES"
"161",161,161,"Y",999,55,1,NA,1,3,0.568881591888524,"en",0.708333333333333,0.708333333333333,7,92,108,88,NA,1,88,7,"EL",168,1.13686776352443,"EL","NotReported","Hispanic","en","ES"
"162",162,162,"N",100,55,0,NA,0,NA,-0.697379460251308,"en",0.333333333333333,0.333333333333333,7,88,104,92,NA,1,99,7,"EO",NA,-0.497166496704614,"EO","NotReported","Not Hispanic","en","EO"
"163",163,163,"Y",999,55,0,NA,0,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,7,136,124,103,NA,1,98,7,"EO",NA,0.288940336825969,"EO","NotReported","Hispanic","en","EO"
"164",164,164,"Y",999,55,1,NA,1,3,-0.697379460251308,"en",0.333333333333333,0.333333333333333,7,88,99,87,NA,1,90,7,"EL",179,-0.196261144631622,"EL","NotReported","Hispanic","en","ES"
"165",165,165,"Y",999,55,0,NA,0,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,7,106,108,92,NA,1,97,7,"EO",NA,0.450719149011843,"EO","NotReported","Hispanic","en","EO"
"166",166,166,"Y",999,55,0,NA,0,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,7,109,106,103,NA,1,92,7,"EO",NA,1.00313205149199,"EO","NotReported","Hispanic","en","EO"
"167",167,167,"Y",999,55,1,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,7,103,97,100,NA,1,98,7,"EL",NA,-0.132434916366048,"EL","NotReported","Hispanic","en","ES"
"168",168,168,"Y",999,55,1,NA,1,2,-1.37571209017136,"en",0.1,0.166666666666667,7,83,98,73,NA,1,97,7,"EL",151,-1.10863127060845,"EL","NotReported","Hispanic","en","ES"
"169",169,169,"Y",999,55,1,NA,1,3,-0.216866240744262,"en",0.458333333333333,0.458333333333333,7,71,88,73,NA,1,103,7,"EL",337,-0.150388989230008,"EL","NotReported","Hispanic","en","ES"
"170",170,170,"Y",999,55,0,NA,0,NA,0.706159238883065,"en",0.75,0.75,7,76,86,79,NA,1,91,7,"EO",NA,1.17384362649464,"EO","NotReported","Hispanic","en","EO"
"171",171,171,"Y",700,55,0,NA,0,NA,0.310352135375381,"en",0.625,0.625,7,74,80,70,NA,1,93,7,"EO",NA,0.711168666970737,"EO","NotReported","Hispanic","en","EO"
"172",172,172,"Y",999,55,1,NA,NA,NA,-0.697379460251308,"en",0.333333333333333,0.333333333333333,7,NA,NA,NA,NA,1,88,7,"EL",292,-0.129393288615401,"EL","NotReported","Hispanic","en","ES"
"173",173,173,"Y",999,55,1,NA,1,1,-1.05111553873612,"es",0.25,0.25,7,78,95,78,NA,1,98,7,"EL",166,-0.817468647181315,"EL","NotReported","Hispanic","es","ES"
"174",174,174,"Y",999,55,0,NA,0,NA,-1.42979604184868,"en",0.475,0.475,7,109,112,102,NA,1,91,7,"EO",NA,-0.962111654237104,"EO","NotReported","Hispanic","en","EO"
"175",175,175,"Y",999,55,1,NA,1,2,-1.37571209017136,"en",0.1,0.166666666666667,7,86,104,93,NA,1,88,7,"EL",150,-0.807725918535453,"EL","NotReported","Hispanic","en","ES"
"176",176,176,"Y",999,55,0,NA,0,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,7,73,93,78,NA,1,95,7,"EO",NA,-0.0321331323417177,"EO","NotReported","Hispanic","en","EO"
"177",177,177,"Y",999,55,1,NA,1,3,-0.0772846962889839,"en",0.5,0.5,7,108,115,77,NA,1,98,7,"EL",NA,0.156362195265821,"EL","NotReported","Hispanic","en","ES"
"178",178,178,"Y",999,55,1,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,7,90,106,82,NA,1,92,7,"EL",296,0.872165437459057,"EL","NotReported","Hispanic","en","ES"
"179",179,179,"Y",100,55,1,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,7,71,91,71,NA,1,99,7,"EL",151,-0.674296114235053,"EL","NotReported","Hispanic","en","ES"
"180",180,180,"Y",999,55,0,NA,1,3,1.20032867710781,"en",0.875,0.875,7,95,101,90,NA,1,99,7,"EO",NA,1.4005416406545,"EO","NotReported","Hispanic","en","EO"
"181",181,181,"Y",999,55,1,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,7,90,106,84,NA,1,99,7,"EL",399,0.255506408817859,"EL","NotReported","Hispanic","en","ES"
"182",182,182,"Y",999,55,0,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,7,80,108,94,NA,1,96,7,"EO",NA,-0.0655670603498279,"EO","NotReported","Hispanic","en","EO"
"183",183,183,"Y",999,55,1,NA,NA,NA,-0.216866240744262,"en",0.458333333333333,0.458333333333333,7,83,95,77,NA,1,92,7,"EL",209,0.217384218859204,"EL","NotReported","Hispanic","en","ES"
"184",184,184,"Y",999,55,0,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,7,119,107,99,NA,1,91,7,"EO",NA,-0.583431151124544,"EO","NotReported","Hispanic","en","EO"
"185",185,185,"Y",999,55,1,NA,1,3,0.310352135375381,"en",0.625,0.625,7,88,107,93,NA,1,89,7,"EL",400,0.844904379003177,"EL","NotReported","Hispanic","en","ES"
"186",186,186,"Y",999,55,0,NA,0,NA,-0.216866240744262,"en",0.458333333333333,0.458333333333333,7,83,97,93,NA,1,89,7,"EO",NA,0.317686002883534,"EO","NotReported","Hispanic","en","EO"
"187",187,187,"Y",999,55,0,NA,0,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,7,93,111,95,NA,1,91,7,"EO",NA,0.905599365467167,"EO","NotReported","Hispanic","en","EO"
"188",188,188,"Y",999,55,1,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,7,88,104,81,NA,1,96,7,"EL",323,0.223230051282041,"EL","NotReported","Hispanic","en","ES"
"189",189,189,"Y",700,3,0,NA,NA,NA,0.637209772556811,"en",0.675,0.75,8,46,51,67,NA,1,99,12,"EO",NA,0.837422736103506,"EO","Eligible","Hispanic","en","EO"
"190",190,190,"Y",700,3,0,NA,NA,NA,-1.31502661538805,"en",0.35,0.375,8,96,97,94,NA,1,93,12,"EO",NA,-0.914210083792694,"EO","Eligible","Hispanic","en","EO"
"191",191,191,"Y",700,3,0,NA,NA,NA,-0.0280061563442619,"en",0.575,0.59375,8,83,98,86,NA,1,92,12,"EO",NA,0.406244303259204,"EO","Eligible","Hispanic","en","EO"
"192",192,192,"Y",700,3,0,NA,NA,NA,0.745349707931877,"en",0.725,0.78125,8,79,103,86,NA,1,92,12,"EO",NA,1.17960016753534,"EO","Eligible","Hispanic","en","EO"
"193",193,193,"Y",700,3,0,NA,NA,NA,0.706159238883065,"en",0.75,0.75,8,111,112,111,NA,1,96,12,"EO",NA,1.00667398645409,"EO","Eligible","Hispanic","en","EO"
"194",194,194,"Y",700,3,0,NA,NA,NA,-0.0397440157169303,"en",0.6,0.59375,8,75,93,82,NA,1,95,12,"EO",NA,0.294204659862205,"EO","Eligible","Hispanic","en","EO"
"195",195,195,"Y",700,3,0,NA,NA,NA,-0.0280061563442619,"en",0.575,0.59375,8,68,63,72,NA,1,98,12,"EO",NA,0.205640735210543,"EO","Eligible","Hispanic","en","EO"
"196",196,196,"Y",700,3,0,NA,NA,NA,-0.0280061563442619,"en",0.575,0.59375,8,108,106,108,NA,1,99,12,"EO",NA,0.172206807202433,"EO","Eligible","Hispanic","en","EO"
"197",197,197,"Y",700,3,0,NA,NA,NA,0.0843889639059041,"en",0.625,0.625,8,112,106,115,NA,1,94,12,"EO",NA,0.45177156749315,"EO","Eligible","Hispanic","en","EO"
"198",198,198,"Y",700,3,0,NA,NA,NA,-0.167359788569284,"en",0.575,0.5625,8,84,96,82,NA,1,92,12,"EO",NA,0.266890671034182,"EO","Eligible","Hispanic","en","EO"
"199",199,199,"Y",700,3,0,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,8,59,64,69,NA,1,97,12,"EO",NA,-0.952897626645445,"EO","Eligible","Hispanic","en","EO"
"200",200,200,"Y",700,3,1,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,8,92,90,82,NA,1,95,12,"EL",164,0.517587005028063,"EL","Eligible","Hispanic","en","ES"
"201",201,201,"Y",700,3,1,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,8,58,59,58,NA,1,94,12,"EL",273,1.38300202375997,"EL","Eligible","Hispanic","en","ES"
"202",202,202,"Y",700,3,0,NA,NA,NA,-0.426414484932837,"en",0.55,0.5,8,89,82,85,NA,1,95,12,"EO",NA,-0.0924658093537018,"EO","Eligible","Hispanic","en","EO"
"203",203,203,"Y",700,3,0,NA,NA,NA,0.117252020048695,"en",0.575,0.625,8,65,55,70,NA,1,96,12,"EO",NA,0.41776676761972,"EO","Eligible","Hispanic","en","EO"
"204",204,204,"Y",700,3,0,NA,NA,NA,-2.04489147071934,"en",0.225,0.225,8,90,99,84,NA,1,95,12,"EO",NA,-1.71094279514021,"EO","Eligible","Hispanic","en","EO"
"205",205,205,"Y",700,0,0,NA,NA,NA,0.975183200982092,"en",0.825,0.84375,8,118,116,107,NA,1,92,12,"EO",NA,1.40943366058556,"EO","Ineligible","Hispanic","en","EO"
"206",206,206,"Y",700,3,0,NA,NA,NA,-0.161495385831282,"en",0.55,0.5625,8,72,81,72,NA,1,92,12,"EO",NA,0.272755073772184,"EO","Eligible","Hispanic","en","EO"
"207",207,207,"Y",700,3,1,NA,NA,NA,0.0690998170896675,"en",0.65,0.625,8,88,94,90,NA,1,89,12,"EL",220,0.603652060717464,"EL","Eligible","Hispanic","en","ES"
"208",208,208,"Y",700,3,1,NA,NA,NA,-0.920293131083552,"en",0.425,0.40625,8,68,86,78,NA,1,95,12,"EL",168,-0.586344455504417,"EL","Eligible","Hispanic","en","ES"
"209",209,209,"Y",700,3,1,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,8,NA,NA,NA,NA,1,90,12,"EL",395,0.423833619330702,"EL","Eligible","Hispanic","en","ES"
"210",210,210,"Y",999,3,1,NA,NA,NA,-0.697379460251308,"en",0.333333333333333,0.333333333333333,9,80,73,75,NA,1,94,9,"EL",178,-0.329996856664063,"EL","Eligible","Hispanic","en","ES"
"211",211,211,"Y",999,1,1,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,9,111,95,93,NA,1,101,9,"EL",328,0.316983436979402,"EL","Eligible","Hispanic","en","ES"
"212",212,212,"Y",700,3,0,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,9,94,116,100,NA,1,92,9,"EO",NA,-0.440258618178281,"EO","Eligible","Hispanic","en","EO"
"213",213,213,"Y",999,1,0,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,9,83,80,76,NA,1,98,9,"EO",NA,0.288940336825969,"EO","Eligible","Hispanic","en","EO"
"214",214,214,"Y",999,1,0,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,9,69,63,72,NA,1,100,9,"EO",NA,-0.199302772382269,"EO","Eligible","Hispanic","en","EO"
"215",215,215,"Y",999,3,0,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,9,102,107,93,NA,1,89,9,"EO",NA,1.38795116948062,"EO","Eligible","Hispanic","en","EO"
"216",216,216,"Y",700,2,0,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,9,113,116,102,NA,1,89,9,"EO",NA,0.457267547338813,"EO","Eligible","Hispanic","en","EO"
"217",217,217,"Y",700,3,0,NA,0,NA,1.69560932215827,"en",0.958333333333333,0.958333333333333,9,117,121,103,NA,1,98,9,"EO",NA,1.92925621371307,"EO","Eligible","Hispanic","en","EO"
"218",218,218,"Y",700,3,1,NA,1,3,-0.0772846962889839,"en",0.5,0.5,9,102,116,100,NA,1,95,9,"EL",381,0.256663979290151,"EL","Eligible","Hispanic","en","ES"
"219",219,219,"Y",700,2,0,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,9,78,89,74,NA,1,96,9,"EO",NA,0.35580819284219,"EO","Eligible","Hispanic","en","EO"
"220",220,220,"Y",999,2,0,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,9,94,100,88,NA,1,93,9,"EO",NA,0.45610997686652,"EO","Eligible","Hispanic","en","EO"
"221",221,221,"Y",999,3,0,NA,NA,NA,0.310352135375381,"en",0.625,0.625,9,90,106,84,NA,1,100,9,"EO",NA,0.477131170913965,"EO","Eligible","Hispanic","en","EO"
"222",222,222,"Y",700,2,1,NA,1,1,-1.37571209017136,"en",0.1,0.166666666666667,9,82,NA,NA,72,1,92,9,"EL",298,-0.941461630567894,"EL","Eligible","Hispanic","en","ES"
"223",223,223,"Y",999,2,1,NA,NA,NA,-0.216866240744262,"en",0.458333333333333,0.458333333333333,9,80,95,77,NA,1,96,9,"EL",298,0.0836485068267631,"EL","Eligible","Hispanic","en","ES"
"224",224,224,"Y",999,1,1,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,9,100,110,42,NA,1,101,9,"EL",362,0.571260085386065,"EL","Eligible","Hispanic","en","ES"
"225",225,225,"Y",700,0,0,NA,1,3,0.310352135375381,"en",0.625,0.625,9,95,111,98,NA,1,92,9,"EO",NA,0.744602594978847,"EO","Ineligible","Hispanic","en","EO"
"226",226,226,"Y",700,2,1,NA,1,2,0.0552934452711644,"en",0.541666666666667,0.541666666666667,9,84,92,77,NA,1,95,9,"EL",427,0.3892421208503,"EL","Eligible","Hispanic","en","ES"
"227",227,227,"Y",700,1,0,NA,0,NA,0.310352135375381,"en",0.625,0.625,9,97,103,99,NA,1,97,9,"EO",NA,0.577432954938296,"EO","Eligible","Hispanic","en","EO"
"228",228,228,"Y",700,3,1,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,9,84,97,79,NA,1,91,9,"EL",262,0.101602579690723,"EL","Eligible","Hispanic","en","ES"
"229",229,229,"N",700,0,0,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,9,100,97,96,NA,1,91,9,"EO",NA,0.651322717060504,"EO","Ineligible","Not Hispanic","en","EO"
"230",230,230,"Y",999,2,1,NA,NA,NA,-0.216866240744262,"en",0.458333333333333,0.458333333333333,9,83,100,84,NA,1,91,9,"EL",365,0.250818146867314,"EL","Eligible","Hispanic","en","ES"
"231",231,231,"Y",700,3,0,NA,0,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,9,74,74,84,NA,1,91,9,"EO",NA,-0.752294058596784,"EO","Eligible","Hispanic","en","EO"
"232",232,232,"Y",700,3,0,NA,0,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,9,106,96,87,NA,1,99,9,"EO",NA,0.769094555435219,"EO","Eligible","Hispanic","en","EO"
"233",233,233,"Y",700,3,0,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,9,89,109,84,NA,1,91,9,"EO",NA,0.905599365467167,"EO","Eligible","Hispanic","en","EO"
"234",234,234,"Y",999,0,0,NA,0,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,9,87,92,94,NA,1,93,9,"EO",NA,0.96969812348388,"EO","Ineligible","Hispanic","en","EO"
"235",235,235,"Y",700,0,0,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,9,106,110,98,NA,1,98,9,"EO",NA,0.288940336825969,"EO","Ineligible","Hispanic","en","EO"
"236",236,236,"Y",999,3,0,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,9,80,79,84,NA,1,88,9,"EO",NA,1.13686776352443,"EO","Eligible","Hispanic","en","EO"
"237",237,237,"Y",700,2,0,NA,NA,NA,0.310352135375381,"en",0.625,0.625,9,109,110,100,NA,1,98,9,"EO",NA,0.543999026930186,"EO","Eligible","Hispanic","en","EO"
"238",238,238,"Y",999,0,0,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,9,130,109,100,NA,1,95,9,"EO",NA,0.517587005028063,"EO","Ineligible","Hispanic","en","EO"
"239",239,239,"Y",700,0,1,NA,NA,NA,-0.216866240744262,"en",0.458333333333333,0.458333333333333,9,121,128,135,NA,1,95,9,"EL",433,0.117082434834873,"EL","Ineligible","Hispanic","en","ES"
"240",240,240,"Y",700,3,0,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,9,129,142,107,NA,1,96,9,"EO",NA,0.869396339459549,"EO","Eligible","Hispanic","en","EO"
"241",241,241,"Y",700,0,0,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,9,77,96,86,NA,1,93,9,"EO",NA,0.584454861044284,"EO","Ineligible","Hispanic","en","EO"
"242",242,242,"Y",999,3,1,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,9,85,97,84,NA,1,96,9,"EL",394,1.31613416774375,"EL","Eligible","Hispanic","en","ES"
"243",243,243,"Y",700,2,0,NA,0,NA,-0.697379460251308,"en",0.333333333333333,0.333333333333333,9,81,88,87,NA,1,91,9,"EO",NA,-0.229695072639732,"EO","Eligible","Hispanic","en","EO"
"244",244,244,"Y",700,2,1,NA,NA,NA,0.310352135375381,"en",0.625,0.625,9,72,NA,NA,74,1,100,9,"EL",334,0.477131170913965,"EL","Eligible","Hispanic","en","ES"
"245",245,245,"N",700,3,0,NA,0,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,9,92,78,103,NA,1,94,9,"EO",NA,0.93626419547577,"EO","Eligible","Not Hispanic","en","EO"
"246",246,246,"Y",700,3,0,NA,0,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,9,87,96,88,NA,1,90,9,"EO",NA,0.939033293475277,"EO","Eligible","Hispanic","en","EO"
"247",247,247,"Y",999,2,1,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,9,NA,NA,NA,NA,1,99,9,"EL",315,1.21583238371941,"EL","Eligible","Hispanic","en","ES"
"248",248,248,"Y",999,0,0,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,9,78,88,77,NA,1,99,9,"EO",NA,1.21583238371941,"EO","Ineligible","Hispanic","en","EO"
"249",249,249,"Y",999,1,1,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,9,45,NA,NA,53,1,92,9,"EL",337,-0.616865079132654,"EL","Eligible","Hispanic","en","ES"
"250",250,250,"N",700,2,0,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,9,72,84,76,NA,1,97,9,"EO",NA,-1.10863127060845,"EO","Eligible","Not Hispanic","en","EO"
"251",251,251,"Y",700,3,1,NA,1,2,0.183638329448928,"en",0.583333333333333,0.583333333333333,9,92,106,97,NA,1,91,9,"EL",264,0.651322717060504,"EL","Eligible","Hispanic","en","ES"
"252",252,252,"Y",999,1,1,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,9,96,NA,NA,97,1,100,9,"EL",303,-0.707730042243163,"EL","Eligible","Hispanic","en","ES"
"253",253,253,"Y",700,0,1,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,9,91,NA,NA,105,1,93,9,"EL",394,0.584454861044284,"EL","Ineligible","Hispanic","en","ES"
"254",254,254,"Y",700,0,0,NA,0,NA,-0.526523392141513,"en",0.375,0.375,9,86,102,86,NA,1,89,9,"EO",NA,0.00802885148628341,"EO","Ineligible","Hispanic","en","EO"
"255",255,255,"Y",999,2,0,NA,NA,NA,0.310352135375381,"en",0.625,0.625,9,89,86,88,NA,1,95,9,"EO",NA,0.644300810954516,"EO","Eligible","Hispanic","en","EO"
"256",256,256,"Y",999,0,0,NA,NA,NA,0.310352135375381,"en",0.625,0.625,9,86,95,88,NA,1,88,9,"EO",NA,0.878338307011288,"EO","Ineligible","Hispanic","en","EO"
"257",257,257,"Y",700,0,1,NA,1,2,-0.216866240744262,"en",0.458333333333333,0.458333333333333,9,93,108,95,NA,1,93,9,"EL",368,0.183950290851094,"EL","Ineligible","Hispanic","en","ES"
"258",258,258,"Y",999,0,1,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,9,83,NA,NA,111,1,93,9,"EL",262,0.0347347236745027,"EL","Ineligible","Hispanic","en","ES"
"259",259,259,"Y",700,2,1,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,9,63,NA,NA,73,1,99,9,"EL",190,-0.850902575189425,"EL","Eligible","Hispanic","en","ES"
"260",260,260,"Y",999,0,0,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,9,96,106,NA,NA,1,94,9,"EO",NA,0.290097907298262,"EO","Ineligible","Hispanic","en","EO"
"261",261,261,"Y",999,2,1,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,9,86,NA,NA,111,1,98,9,"EL",446,0.802528483443329,"EL","Eligible","Hispanic","en","ES"
"262",262,262,"Y",999,2,1,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,9,80,NA,NA,85,1,90,9,"EL",219,-0.549997223116434,"EL","Eligible","Hispanic","en","ES"
"263",263,263,"Y",600,1,0,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,9,92,84,89,NA,1,94,9,"EO",NA,-0.507126474194502,"EO","Eligible","Hispanic","en","EO"
"264",264,264,"N",600,3,0,NA,NA,NA,-0.161495385831282,"en",0.55,0.5625,15,103,101,89,NA,1,94,10,"EO",NA,0.205887217755963,"EO","Eligible","Not Hispanic","en","EO"
"265",265,265,"N",600,3,0,NA,NA,NA,-0.0280061563442619,"en",0.575,0.59375,15,83,95,88,NA,1,94,10,"EO",NA,0.339376447242984,"EO","Eligible","Not Hispanic","en","EO"
"266",266,266,"Y",700,3,1,NA,NA,NA,-1.63136546707591,"en",0.3,0.3125,15,NA,NA,NA,NA,1,91,10,"EL",313,-1.16368107946433,"EL","Eligible","Hispanic","en","ES"
"267",267,267,"Y",700,3,1,NA,NA,NA,-1.94988569124135,"en",0.225,0.21875,15,69,84,85,NA,1,92,10,"EL",168,-1.51563523163788,"EL","Eligible","Hispanic","en","ES"
"268",268,268,"N",600,3,0,NA,NA,NA,-1.4855057607404,"en",0.325,0.34375,15,109,99,93,NA,1,88,10,"EO",NA,-0.917519589104493,"EO","Eligible","Not Hispanic","en","EO"
"269",269,269,"N",600,3,0,NA,NA,NA,0.477315454000685,"en",0.675,0.71875,15,80,87,83,NA,1,100,10,"EO",NA,0.644094489539269,"EO","Eligible","Not Hispanic","en","EO"
