"","X","student_tracking_id","ethnicity","race","frpm","rptglng","fam_income","teachersurvey_el","teachersurvey_proficiency","MPability.x","langinst","wcj_lwi_ss","wcj_wa_ss","wcj_spelling_ss","wcm_lwi_ss","grade","age_month","school","langflu","ielpac_score","MPabilitySS","ELStatus","proxy_SES","HispanicStatus","taskInst","MT","clean_school_id"
"131",131,131,"Y",700,3,1,NA,1,1,0.477416585768953,"en",93,97,91,NA,1,100,21,"EL",150,-0.577200249453069,"EL","Eligible","Hispanic","en","ES",NA
"132",132,132,"Y",700,3,1,NA,0,3,3.15056112402573,"en",131,118,129,NA,1,101,21,"EL",460,2.05163524056554,"EL","Eligible","Hispanic","en","ES",NA
"133",133,133,"Y",700,3,0,NA,0,3,2.93479634772944,"en",103,99,89,NA,1,97,21,"EO",NA,2.01310665722193,"EO","Eligible","Hispanic","en","EO",NA
"134",134,134,"Y",700,0,0,NA,0,3,1.6401259597776,"en",74,93,79,NA,1,95,21,"EO",NA,0.807054365746431,"EO","Ineligible","Hispanic","en","EO",NA
"135",135,135,"N",600,3,0,NA,0,3,2.19614702066462,"en",NA,NA,NA,NA,1,99,21,"EO",NA,1.18583923368077,"EO","Eligible","Not Hispanic","en","EO",NA
"136",136,136,"Y",700,3,1,NA,1,3,1.91372008737885,"en",121,122,114,NA,1,96,21,"EL",300,1.03633944510951,"EL","Eligible","Hispanic","en","ES",NA
"137",137,137,"Y",700,3,0,NA,0,3,2.53435729874033,"en",79,94,73,NA,1,97,21,"EO",NA,1.61266760823282,"EO","Eligible","Hispanic","en","EO",NA
"138",138,138,"Y",700,3,1,NA,1,3,-0.215572751544365,"en",63,66,74,NA,1,98,21,"EL",395,-1.18157149029005,"EL","Eligible","Hispanic","en","ES",NA
"139",139,139,"N",600,0,0,NA,0,3,0.214483030145172,"en",116,113,110,NA,1,93,21,"EO",NA,-0.529970467409656,"EO","Ineligible","Not Hispanic","en","EO",NA
"140",140,140,"N",600,3,0,NA,0,3,1.42974767466538,"en",130,131,122,NA,1,91,21,"EO",NA,0.773912273586894,"EO","Eligible","Not Hispanic","en","EO",NA
"141",141,141,"Y",999,55,0,NA,NA,NA,-0.892053065141102,"en",103,112,112,NA,2,113,12,"EO",NA,-2.52268752745934,"EO","NotReported","Hispanic","en","EO",3
"142",142,142,"Y",700,55,1,NA,NA,NA,1.38114445380924,"en",87,72,67,NA,2,113,12,"EL",372,-0.249490008509001,"EL","NotReported","Hispanic","en","ES",3
"143",143,143,"Y",700,55,0,NA,NA,NA,1.12558798145205,"en",120,118,116,NA,2,104,12,"EO",NA,-0.106265046722655,"EO","NotReported","Hispanic","en","EO",3
"144",144,144,"N",600,55,0,NA,NA,NA,1.42667949276713,"en",76,74,66,NA,2,110,12,"EO",NA,-0.0710278248365985,"EO","NotReported","Not Hispanic","en","EO",3
"145",145,145,"Y",999,55,0,NA,NA,NA,2.48219807453666,"en",96,90,86,NA,2,114,12,"EO",NA,0.807254563980249,"EO","NotReported","Hispanic","en","EO",3
"146",146,146,"Y",700,55,1,NA,NA,NA,1.93602018158188,"en",62,73,68,NA,2,111,12,"EL",NA,0.394003815739981,"EL","NotReported","Hispanic","en","ES",3
"147",147,147,"Y",700,55,1,NA,NA,NA,-0.428165077064663,"en",97,89,95,NA,2,111,12,"EL",447,-1.97018144290656,"EL","NotReported","Hispanic","en","ES",3
"148",148,148,"Y",700,55,1,NA,NA,NA,2.04930104450237,"en",99,98,88,NA,2,106,12,"EL",150,0.728829919851324,"EL","NotReported","Hispanic","en","ES",3
"149",149,149,"Y",700,55,1,NA,NA,NA,3.15155810585066,"en",73,76,72,NA,2,107,12,"EL",350,1.78677793296144,"EL","NotReported","Hispanic","en","ES",3
"150",150,150,"Y",700,55,0,NA,NA,NA,2.62544129402106,"en",64,59,65,NA,2,103,12,"EO",NA,1.43789731408453,"EO","NotReported","Hispanic","en","EO",3
"151",151,151,"Y",700,55,0,NA,NA,NA,1.68828488837291,"en",68,79,64,NA,2,108,12,"EO",NA,0.279195667245523,"EO","NotReported","Hispanic","en","EO",3
"152",152,152,"Y",700,55,1,NA,NA,NA,2.834870350897,"en",80,81,79,NA,2,107,12,"EL",278,1.47009017800778,"EL","NotReported","Hispanic","en","ES",3
"153",153,153,"Y",700,55,0,NA,NA,NA,2.4400169125818,"en",72,87,79,NA,2,106,12,"EO",NA,1.11954578793075,"EO","NotReported","Hispanic","en","EO",3
"154",154,154,"Y",700,55,0,NA,NA,NA,-1.56067226122143,"en",102,107,97,NA,2,103,12,"EO",NA,-2.74821624115796,"EO","NotReported","Hispanic","en","EO",3
"155",155,155,"Y",700,55,0,NA,NA,NA,2.95501800212764,"en",80,87,73,NA,2,103,12,"EO",NA,1.76747402219111,"EO","NotReported","Hispanic","en","EO",3
"156",156,156,"Y",700,55,1,NA,NA,NA,0.572553038596857,"en",NA,NA,50,NA,2,104,12,"EL",362,-0.659299989577848,"EL","NotReported","Hispanic","en","ES",3
"157",157,157,"Y",700,55,0,NA,NA,NA,2.6173946401322,"en",95,93,67,NA,2,108,12,"EO",NA,1.20830541900481,"EO","NotReported","Hispanic","en","EO",3
"158",158,158,"Y",700,55,0,NA,NA,NA,-0.386162563832674,"en",87,87,69,NA,2,102,12,"EO",NA,-1.52939749553104,"EO","NotReported","Hispanic","en","EO",3
"159",159,159,"Y",700,55,0,NA,NA,NA,3.41944217635855,"en",90,83,65,NA,2,111,12,"EO",NA,1.87742581051665,"EO","NotReported","Hispanic","en","EO",3
"160",160,160,"Y",700,55,1,NA,NA,NA,0.521448487428208,"en",84,55,98,NA,2,107,12,"EL",302,-0.843331685461009,"EL","NotReported","Hispanic","en","ES",3
"161",161,161,"Y",700,55,0,NA,NA,NA,0.106186186289631,"en",60,72,61,NA,2,107,12,"EO",NA,-1.25859398659959,"EO","NotReported","Hispanic","en","EO",3
"162",162,162,"Y",700,55,0,NA,NA,NA,2.08376397690715,"en",92,79,93,NA,2,114,12,"EO",NA,0.408820466350739,"EO","NotReported","Hispanic","en","EO",3
"163",163,163,"Y",700,55,1,NA,NA,NA,1.02858157880457,"en",46,43,57,NA,2,108,12,"EL",290,-0.380507642322817,"EL","NotReported","Hispanic","en","ES",3
"164",164,164,"Y",700,55,0,NA,NA,NA,-2.68819195055482,"en",77,97,72,NA,2,103,12,"EO",NA,-3.87573593049135,"EO","NotReported","Hispanic","en","EO",3
"165",165,165,"Y",700,3,0,NA,NA,NA,0.744752161070902,"en",46,51,67,NA,1,99,12,"EO",NA,-0.26555562591295,"EO","Eligible","Hispanic","en","EO",3
"166",166,166,"Y",700,3,0,NA,NA,NA,-1.82785409472291,"en",81,87,76,NA,1,100,12,"EO",NA,-2.88247092994493,"EO","Eligible","Hispanic","en","EO",NA
"167",167,167,"Y",700,3,1,NA,NA,NA,3.00397680377642,"en",74,85,84,NA,1,93,12,"EL",449,2.25952330622159,"EL","Eligible","Hispanic","en","ES",NA
"168",168,168,"Y",700,3,0,NA,NA,NA,2.90852068483166,"en",83,98,86,NA,1,92,12,"EO",NA,2.208376235515,"EO","Eligible","Hispanic","en","EO",3
"169",169,169,"Y",700,3,0,NA,NA,NA,1.13782368973179,"en",111,112,111,NA,1,96,12,"EO",NA,0.26044304746245,"EO","Eligible","Hispanic","en","EO",NA
"170",170,170,"Y",700,3,0,NA,NA,NA,2.21953452650867,"en",75,93,82,NA,1,95,12,"EO",NA,1.3864629324775,"EO","Eligible","Hispanic","en","EO",3
"171",171,171,"Y",700,3,0,NA,NA,NA,-0.755770830304031,"en",108,106,108,NA,1,99,12,"EO",NA,-1.76607861728788,"EO","Eligible","Hispanic","en","EO",NA
"172",172,172,"Y",700,3,1,NA,NA,NA,0.229325209634191,"en",79,91,87,NA,1,91,12,"EL",155,-0.426510191444296,"EL","Eligible","Hispanic","en","ES",3
"173",173,173,"Y",700,3,0,NA,NA,NA,2.37426292617051,"en",84,96,82,NA,1,92,12,"EO",NA,1.67411847685385,"EO","Eligible","Hispanic","en","EO",NA
"174",174,174,"Y",700,3,0,NA,NA,NA,2.25135682825667,"en",89,82,85,NA,1,95,12,"EO",NA,1.4182852342255,"EO","Eligible","Hispanic","en","EO",3
"175",175,175,"Y",300,3,0,NA,NA,NA,2.57805805911386,"en",69,80,77,NA,1,93,12,"EO",NA,1.83360456155903,"EO","Eligible","Hispanic","en","EO",3
"176",176,176,"Y",700,0,0,NA,NA,NA,0.362416098132886,"en",72,77,78,NA,1,95,12,"EO",NA,-0.470655495898283,"EO","Ineligible","Hispanic","en","EO",3
"177",177,177,"Y",700,0,0,NA,NA,NA,2.5823795394664,"en",118,116,107,NA,1,92,12,"EO",NA,1.88223509014974,"EO","Ineligible","Hispanic","en","EO",NA
"178",178,178,"Y",700,3,0,NA,NA,NA,0.478747265904737,"en",72,81,72,NA,1,92,12,"EO",NA,-0.22139718341192,"EO","Eligible","Hispanic","en","EO",NA
"179",179,179,"Y",700,3,1,NA,NA,NA,1.51898742364555,"en",88,94,90,NA,1,89,12,"EL",220,0.951770119043405,"EL","Eligible","Hispanic","en","ES",3
"180",180,180,"Y",700,3,1,NA,NA,NA,0.816213947944427,"en",68,86,78,NA,1,95,12,"EL",168,-0.0168576460867421,"EL","Eligible","Hispanic","en","ES",3
"181",181,181,"Y",700,3,1,NA,NA,NA,1.53532807158355,"en",44,51,51,NA,1,91,12,"EL",150,0.879492670505063,"EL","Eligible","Hispanic","en","ES",3
"182",182,182,"N",700,55,0,NA,NA,NA,1.32800056687658,"en",61,83,77,NA,2,111,22,"EO",NA,-0.214015798965319,"EO","NotReported","Not Hispanic","en","EO",5
"183",183,183,"N",700,55,0,NA,NA,NA,2.33340958064404,"en",109,113,95,NA,2,116,22,"EO",NA,0.569847973611288,"EO","NotReported","Not Hispanic","en","EO",5
"184",184,184,"Y",200,55,0,NA,NA,NA,1.34785045411045,"en",96,108,100,NA,2,113,22,"EO",NA,-0.28278400820779,"EO","NotReported","Hispanic","en","EO",5
"185",185,185,"N",700,55,0,NA,NA,NA,1.33454933010352,"en",121,125,105,NA,2,112,22,"EO",NA,-0.25177608397655,"EO","NotReported","Not Hispanic","en","EO",5
"186",186,186,"N",800,55,0,NA,NA,NA,1.23729375376653,"en",98,109,93,NA,2,107,22,"EO",NA,-0.127486419122687,"EO","NotReported","Not Hispanic","en","EO",5
"187",187,187,"N",700,55,0,NA,NA,NA,2.4648834766325,"en",121,132,123,NA,2,108,22,"EO",NA,1.05579425550511,"EO","NotReported","Not Hispanic","en","EO",5
"188",188,188,"N",700,55,0,NA,NA,NA,0.7700880420921,"en",129,131,130,NA,2,108,22,"EO",NA,-0.639001179035287,"EO","NotReported","Not Hispanic","en","EO",5
"189",189,189,"N",200,55,0,NA,NA,NA,0.66798920849032,"en",109,105,92,NA,2,108,22,"EO",NA,-0.741100012637067,"EO","NotReported","Not Hispanic","en","EO",5
"190",190,190,"Y",700,55,0,NA,NA,NA,-2.55450969971937,"en",101,104,92,NA,2,104,22,"EO",NA,-3.78636272789407,"EO","NotReported","Hispanic","en","EO",5
"191",191,191,"N",700,55,0,NA,NA,NA,1.36389119350637,"en",105,110,98,NA,2,110,22,"EO",NA,-0.133816124097359,"EO","NotReported","Not Hispanic","en","EO",5
"192",192,192,"N",800,55,0,NA,NA,NA,2.15902259386481,"en",125,146,111,NA,2,114,22,"EO",NA,0.484079083308399,"EO","NotReported","Not Hispanic","en","EO",5
"193",193,193,"N",700,55,0,NA,NA,NA,1.82712208013814,"en",126,117,110,NA,2,108,22,"EO",NA,0.418032859010753,"EO","NotReported","Not Hispanic","en","EO",5
"194",194,194,"N",700,55,0,NA,NA,NA,2.03040724580792,"en",115,121,91,NA,2,114,22,"EO",NA,0.355463735251509,"EO","NotReported","Not Hispanic","en","EO",5
"195",195,195,"N",700,55,0,NA,NA,NA,2.42354652749146,"en",116,123,98,NA,2,110,22,"EO",NA,0.925839209887731,"EO","NotReported","Not Hispanic","en","EO",5
"196",196,196,"Y",800,55,1,NA,NA,NA,1.48346756552041,"en",118,125,117,NA,2,107,22,"EL",NA,0.118687392631193,"EL","NotReported","Hispanic","en","ES",5
"197",197,197,"N",100,55,0,NA,NA,NA,2.12072874353068,"en",116,114,104,NA,2,108,22,"EO",NA,0.711639522403292,"EO","NotReported","Not Hispanic","en","EO",5
"198",198,198,"N",700,55,0,NA,NA,NA,1.23449337440862,"en",89,95,75,NA,2,117,22,"EO",NA,-0.573377280862303,"EO","NotReported","Not Hispanic","en","EO",5
"199",199,199,"N",700,55,0,NA,NA,NA,2.21248765958005,"en",130,128,129,NA,2,102,22,"EO",NA,1.06925272788169,"EO","NotReported","Not Hispanic","en","EO",5
"200",200,200,"N",700,55,0,NA,NA,NA,1.73466039551088,"en",98,104,83,NA,2,111,22,"EO",NA,0.192644029668981,"EO","NotReported","Not Hispanic","en","EO",5
"201",201,201,"Y",700,55,0,NA,NA,NA,2.51275686015061,"en",128,133,119,NA,2,114,22,"EO",NA,0.837813349594199,"EO","NotReported","Hispanic","en","EO",5
"202",202,202,"N",700,55,0,NA,NA,NA,2.00224298610956,"en",141,139,126,NA,2,112,22,"EO",NA,0.41591757202949,"EO","NotReported","Not Hispanic","en","EO",5
"203",203,203,"N",700,55,0,NA,NA,NA,1.91349970015319,"en",61,75,75,NA,2,113,22,"EO",NA,0.282865237834949,"EO","NotReported","Not Hispanic","en","EO",5
"204",204,204,"N",700,55,0,NA,NA,NA,2.01816692532224,"en",94,99,86,NA,2,109,22,"EO",NA,0.564768655956682,"EO","NotReported","Not Hispanic","en","EO",5
"205",205,205,"N",700,55,0,NA,NA,NA,1.65510496563319,"en",99,99,94,NA,2,105,22,"EO",NA,0.378942889220314,"EO","NotReported","Not Hispanic","en","EO",5
"206",206,206,"Y",800,55,0,NA,NA,NA,1.96698703475608,"en",106,116,90,NA,2,111,22,"EO",NA,0.424970668914181,"EO","NotReported","Hispanic","en","EO",5
"207",207,207,"N",700,55,0,NA,NA,NA,2.64943401416485,"en",127,141,107,NA,2,110,22,"EO",NA,1.15172669656112,"EO","NotReported","Not Hispanic","en","EO",5
"208",208,208,"N",800,55,0,NA,NA,NA,0.716556466423162,"en",98,93,101,NA,2,107,22,"EO",NA,-0.648223706466055,"EO","NotReported","Not Hispanic","en","EO",5
"209",209,209,"N",700,55,0,NA,NA,NA,2.40392140474976,"en",108,109,103,NA,2,112,22,"EO",NA,0.81759599066969,"EO","NotReported","Not Hispanic","en","EO",5
"210",210,210,"N",700,55,0,NA,NA,NA,1.17068694996551,"en",120,112,103,NA,2,104,22,"EO",NA,-0.0611660782091948,"EO","NotReported","Not Hispanic","en","EO",5
"211",211,211,"Y",700,55,0,NA,NA,NA,0.146969399371602,"en",114,116,106,NA,2,110,22,"EO",NA,-1.35073791823213,"EO","NotReported","Hispanic","en","EO",5
"212",212,212,"N",800,55,0,NA,NA,NA,2.30594447702545,"en",134,149,120,NA,2,109,22,"EO",NA,0.852546207659892,"EO","NotReported","Not Hispanic","en","EO",5
"213",213,213,"N",700,55,0,NA,NA,NA,1.49489530586598,"en",89,109,84,NA,2,112,22,"EO",NA,-0.0914301082140899,"EO","NotReported","Not Hispanic","en","EO",5
"214",214,214,"N",700,55,0,NA,NA,NA,2.53295544047727,"en",102,114,96,NA,2,108,22,"EO",NA,1.12386621934988,"EO","NotReported","Not Hispanic","en","EO",5
"215",215,215,"N",700,55,0,NA,NA,NA,3.54067226489581,"en",117,109,116,NA,2,112,22,"EO",NA,1.95434685081574,"EO","NotReported","Not Hispanic","en","EO",5
"216",216,216,"N",800,55,0,NA,NA,NA,1.96328888372597,"en",131,122,107,NA,2,111,22,"EO",NA,0.421272517884071,"EO","NotReported","Not Hispanic","en","EO",5
"217",217,217,"N",800,55,0,NA,NA,NA,0.870201678700184,"en",NA,NA,NA,NA,2,103,22,"EO",NA,-0.31734230123635,"EO","NotReported","Not Hispanic","en","EO",5
"218",218,218,"N",700,55,0,NA,NA,NA,2.21116458952777,"en",122,107,83,NA,2,111,22,"EO",NA,0.669148223685871,"EO","NotReported","Not Hispanic","en","EO",5
"219",219,219,"N",700,55,0,NA,NA,NA,0.319172897605788,"en",126,121,103,NA,2,107,22,"EO",NA,-1.04560727528343,"EO","NotReported","Not Hispanic","en","EO",5
"220",220,220,"N",700,55,0,NA,NA,NA,2.46681464299029,"en",140,134,119,NA,2,104,22,"EO",NA,1.23496161481559,"EO","NotReported","Not Hispanic","en","EO",5
"221",221,221,"N",800,55,0,NA,NA,NA,0.876847489257671,"en",125,123,116,NA,2,109,22,"EO",NA,-0.576550780107887,"EO","NotReported","Not Hispanic","en","EO",5
"222",222,222,"N",700,55,0,NA,NA,NA,1.981570543111,"en",104,109,99,NA,2,108,22,"EO",NA,0.572481321983613,"EO","NotReported","Not Hispanic","en","EO",5
"223",223,223,"N",700,55,0,NA,NA,NA,-3.19762681611769,"en",68,96,68,NA,2,106,22,"EO",NA,-4.51809794076874,"EO","NotReported","Not Hispanic","en","EO",5
"224",224,224,"N",700,55,0,NA,NA,NA,-0.455718608350549,"en",85,103,79,NA,2,112,22,"EO",NA,-2.04204402243062,"EO","NotReported","Not Hispanic","en","EO",5
"225",225,225,"N",700,55,0,NA,NA,NA,0.221845355779075,"en",115,121,111,NA,1,89,22,"EO",NA,-0.34537194882307,"EO","NotReported","Not Hispanic","en","EO",5
"226",226,226,"N",700,55,0,NA,NA,NA,2.29110611865199,"en",118,117,109,NA,1,90,22,"EO",NA,1.67957976581167,"EO","NotReported","Not Hispanic","en","EO",5
"227",227,227,"N",700,55,0,NA,NA,NA,-1.18423960217835,"en",108,106,98,NA,1,93,22,"EO",NA,-1.92869309973318,"EO","NotReported","Not Hispanic","en","EO",5
"228",228,228,"N",700,55,0,NA,NA,NA,3.79091499923881,"en",85,117,81,NA,1,98,22,"EO",NA,2.82491626049313,"EO","NotReported","Not Hispanic","en","EO",5
"229",229,229,"N",700,55,0,NA,NA,NA,1.33280153136142,"en",140,125,127,NA,1,99,22,"EO",NA,0.322493744377568,"EO","NotReported","Not Hispanic","en","EO",5
"230",230,230,"N",800,55,0,NA,NA,NA,4.22321407290861,"en",136,154,138,NA,1,94,22,"EO",NA,3.43445152711561,"EO","NotReported","Not Hispanic","en","EO",5
"231",231,231,"N",200,55,0,NA,NA,NA,1.75487356176687,"en",107,120,123,NA,1,95,22,"EO",NA,0.921801967735701,"EO","NotReported","Not Hispanic","en","EO",5
"232",232,232,"N",200,55,0,NA,NA,NA,-0.953944511443913,"en",87,105,96,NA,1,90,22,"EO",NA,-1.56547086428423,"EO","NotReported","Not Hispanic","en","EO",5
"233",233,233,"N",700,55,0,NA,NA,NA,2.37135444134941,"en",132,126,139,NA,1,91,22,"EO",NA,1.71551904027092,"EO","NotReported","Not Hispanic","en","EO",5
"234",234,234,"N",700,55,0,NA,NA,NA,1.27357601394417,"en",110,106,101,NA,1,101,22,"EO",NA,0.174650130483977,"EO","NotReported","Not Hispanic","en","EO",5
"235",235,235,"Y",400,55,0,NA,NA,NA,2.61546313692131,"en",119,125,103,NA,1,99,22,"EO",NA,1.60515534993746,"EO","NotReported","Hispanic","en","EO",5
"236",236,236,"N",700,55,0,NA,NA,NA,-1.019377484914,"en",119,132,100,NA,1,98,22,"EO",NA,-1.98537622365968,"EO","NotReported","Not Hispanic","en","EO",5
"237",237,237,"N",700,55,0,NA,NA,NA,-0.769689925588348,"en",88,115,99,NA,1,92,22,"EO",NA,-1.46983437490501,"EO","NotReported","Not Hispanic","en","EO",5
"238",238,238,"N",700,55,0,NA,NA,NA,0.93707827416045,"en",87,105,88,NA,1,96,22,"EO",NA,0.0596976318911102,"EO","NotReported","Not Hispanic","en","EO",5
"239",239,239,"Y",700,55,0,NA,NA,NA,-0.658846181537555,"en",83,89,88,NA,1,92,22,"EO",NA,-1.35899063085421,"EO","NotReported","Hispanic","en","EO",5
"240",240,240,"N",700,55,0,NA,NA,NA,1.82300179951518,"en",130,116,113,NA,1,96,22,"EO",NA,0.94562115724584,"EO","NotReported","Not Hispanic","en","EO",5
"241",241,241,"Y",700,55,0,NA,NA,NA,1.0043299197319,"en",102,118,108,NA,1,89,22,"EO",NA,0.437112615129755,"EO","NotReported","Hispanic","en","EO",5
"242",242,242,"N",700,55,0,NA,NA,NA,-0.329662777890232,"en",98,118,91,NA,1,94,22,"EO",NA,-1.11842532368323,"EO","NotReported","Not Hispanic","en","EO",5
"243",243,243,"N",700,55,0,NA,NA,NA,4.00847767145812,"en",125,129,104,NA,1,98,22,"EO",NA,3.04247893271244,"EO","NotReported","Not Hispanic","en","EO",5
"244",244,244,"N",999,55,0,NA,NA,NA,0.539890071077497,"en",78,101,81,NA,1,101,22,"EO",NA,-0.559035812382696,"EO","NotReported","Not Hispanic","en","EO",5
"245",245,245,"N",700,55,0,NA,NA,NA,1.27054287203528,"en",98,119,104,NA,1,88,22,"EO",NA,0.747634615671305,"EO","NotReported","Not Hispanic","en","EO",5
"246",246,246,"N",700,55,0,NA,NA,NA,0.264553442241687,"en",111,108,99,NA,1,94,22,"EO",NA,-0.524209103551312,"EO","NotReported","Not Hispanic","en","EO",5
"247",247,247,"N",700,55,0,NA,NA,NA,3.85853473873983,"en",112,121,114,NA,1,91,22,"EO",NA,3.20269933766134,"EO","NotReported","Not Hispanic","en","EO",5
"248",248,248,"N",700,55,0,NA,NA,NA,1.07143947656584,"en",119,127,109,NA,1,97,22,"EO",NA,0.14974978605833,"EO","NotReported","Not Hispanic","en","EO",5
"249",249,249,"N",600,3,0,NA,NA,NA,-3.18183937996718,"en",103,101,89,NA,1,94,10,"EO",NA,-3.97060192576018,"EO","Eligible","Not Hispanic","en","EO",NA
"250",250,250,"N",600,3,0,NA,NA,NA,1.64134398447985,"en",83,95,88,NA,1,94,10,"EO",NA,0.852581438686852,"EO","Eligible","Not Hispanic","en","EO",NA
"251",251,251,"Y",700,3,1,NA,NA,NA,-0.513948219244385,"en",NA,NA,NA,NA,1,91,10,"EL",313,-1.16978362032287,"EL","Eligible","Hispanic","en","ES",NA
"252",252,252,"Y",700,3,1,NA,NA,NA,0.740725662418461,"en",69,84,85,NA,1,92,10,"EL",168,0.0405812131018038,"EL","Eligible","Hispanic","en","ES",NA
"253",253,253,"N",600,3,0,NA,NA,NA,-2.09066138840172,"en",109,99,93,NA,1,88,10,"EO",NA,-2.61356964476569,"EO","Eligible","Not Hispanic","en","EO",NA
"254",254,254,"Y",700,3,1,NA,NA,NA,-1.85120629745295,"en",62,74,73,NA,1,99,10,"EL",260,-2.8615140844368,"EL","Eligible","Hispanic","en","ES",NA
"255",255,255,"Y",300,3,0,NA,NA,NA,-0.452812007473828,"en",88,95,85,NA,1,97,10,"EO",NA,-1.37450169798134,"EO","Eligible","Hispanic","en","EO",NA
"256",256,256,"N",600,3,0,NA,NA,NA,-0.813723149007646,"en",80,87,83,NA,1,100,10,"EO",NA,-1.86833998422967,"EO","Eligible","Not Hispanic","en","EO",NA
"257",257,257,"Y",700,0,0,NA,NA,NA,1.5776196904687,"en",91,96,100,NA,1,91,10,"EO",NA,0.921784289390214,"EO","Ineligible","Hispanic","en","EO",NA
"258",258,258,"Y",700,3,0,NA,NA,NA,0.920153069526154,"en",72,96,79,NA,1,93,10,"EO",NA,0.175699571971326,"EO","Eligible","Hispanic","en","EO",NA
"259",259,259,"Y",700,3,0,NA,NA,NA,0.801348779255426,"en",75,104,81,NA,1,100,10,"EO",NA,-0.253268055966596,"EO","Eligible","Hispanic","en","EO",NA
"260",260,260,"Y",700,3,0,NA,NA,NA,1.18737101301997,"en",123,114,109,NA,1,93,10,"EO",NA,0.442917515465142,"EO","Eligible","Hispanic","en","EO",NA
"261",261,261,"Y",700,3,1,NA,NA,NA,1.36319890795574,"en",111,123,110,NA,1,97,10,"EL",427,0.44150921744823,"EL","Eligible","Hispanic","en","ES",NA
"262",262,262,"Y",700,0,0,NA,NA,NA,0.38349330656247,"en",84,106,86,NA,1,102,10,"EO",NA,-0.759741625135894,"EO","Ineligible","Hispanic","en","EO",NA
"263",263,263,"Y",700,3,1,NA,NA,NA,1.74389738225512,"en",66,68,78,NA,1,96,10,"EL",161,0.86651673998578,"EL","Eligible","Hispanic","en","ES",NA
"264",264,264,"Y",700,3,0,NA,NA,NA,1.88286135871927,"en",94,98,88,NA,1,96,10,"EO",NA,1.00548071644993,"EO","Eligible","Hispanic","en","EO",NA
"265",265,265,"N",600,3,0,NA,NA,NA,0.285129374745749,"en",68,90,76,NA,1,90,10,"EO",NA,-0.326396978094567,"EO","Eligible","Not Hispanic","en","EO",NA
"266",266,266,"Y",700,3,1,NA,NA,NA,3.15565793813429,"en",99,101,86,NA,1,94,10,"EL",328,2.36689539234129,"EL","Eligible","Hispanic","en","ES",NA
"267",267,267,"N",600,3,0,NA,NA,NA,1.10299619049065,"en",62,71,70,NA,1,94,10,"EO",NA,0.314233644697651,"EO","Eligible","Not Hispanic","en","EO",NA
"268",268,268,"Y",700,3,0,NA,NA,NA,0.608450563057479,"en",90,85,84,NA,1,94,10,"EO",NA,-0.18031198273552,"EO","Eligible","Hispanic","en","EO",NA
"269",269,269,"N",600,55,0,NA,NA,NA,0.919527240008056,"en",70,66,66,NA,2,107,16,"EO",NA,-0.445252932881161,"EO","NotReported","Not Hispanic","en","EO",4
"270",270,270,"N",700,55,0,NA,NA,NA,1.30016775435465,"en",120,125,98,NA,2,108,16,"EO",NA,-0.108921466772737,"EO","NotReported","Not Hispanic","en","EO",4
"271",271,271,"N",700,55,0,NA,NA,NA,0.829275316412053,"en",85,98,83,NA,2,112,16,"EO",NA,-0.757050097668017,"EO","NotReported","Not Hispanic","en","EO",4
"272",272,272,"Y",700,55,1,NA,NA,NA,0.922792601999432,"en",65,76,73,NA,2,114,16,"EL",241,-0.752150908556979,"EL","NotReported","Hispanic","en","ES",4
"273",273,273,"Y",700,55,0,NA,NA,NA,2.434667187711,"en",129,134,136,NA,2,105,16,"EO",NA,1.15850511129812,"EO","NotReported","Hispanic","en","EO",4
"274",274,274,"N",700,55,0,NA,NA,NA,3.09892764497173,"en",104,102,96,NA,2,115,16,"EO",NA,1.37967508617715,"EO","NotReported","Not Hispanic","en","EO",4
"275",275,275,"N",700,55,0,NA,NA,NA,1.55222131450989,"en",128,121,104,NA,2,110,16,"EO",NA,0.0545139969061614,"EO","NotReported","Not Hispanic","en","EO",4
"276",276,276,"N",600,55,0,NA,NA,NA,1.2076553227442,"en",82,84,86,NA,2,103,16,"EO",NA,0.0201113428076658,"EO","NotReported","Not Hispanic","en","EO",4
"277",277,277,"N",200,55,0,NA,NA,NA,2.42354652749146,"en",108,109,103,NA,2,113,16,"EO",NA,0.792912065173219,"EO","NotReported","Not Hispanic","en","EO",4
"278",278,278,"N",600,55,0,NA,NA,NA,1.50623145675353,"en",102,100,73,NA,2,106,16,"EO",NA,0.185760332102484,"EO","NotReported","Not Hispanic","en","EO",4
"279",279,279,"N",600,55,0,NA,NA,NA,0.946733435318898,"en",67,91,80,NA,2,113,16,"EO",NA,-0.683901026999342,"EO","NotReported","Not Hispanic","en","EO",4
"280",280,280,"N",200,55,0,NA,NA,NA,0.638243620562433,"en",90,91,83,NA,2,109,16,"EO",NA,-0.815154648803125,"EO","NotReported","Not Hispanic","en","EO",4
"281",281,281,"N",600,55,0,NA,NA,NA,2.09341142774273,"en",113,106,97,NA,2,114,16,"EO",NA,0.418467917186319,"EO","NotReported","Not Hispanic","en","EO",4
"282",282,282,"Y",700,55,0,NA,NA,NA,2.57439044339183,"en",116,113,106,NA,2,104,16,"EO",NA,1.34253741521712,"EO","NotReported","Hispanic","en","EO",4
"283",283,283,"N",700,55,0,NA,NA,NA,0.950907549299028,"en",96,102,101,NA,2,107,16,"EO",NA,-0.413872623590189,"EO","NotReported","Not Hispanic","en","EO",4
