"","X","student_tracking_id","ethnicity","race","frpm","rptglng","fam_income","teachersurvey_el","teachersurvey_proficiency","LetAbility","langinst","wPercentCx","rawPercentCx","clean_school_id","wcj_lwi_ss","wcj_wa_ss","wcj_spelling_ss","wcm_lwi_ss","grade","age_month","school","langflu","ielpac_score","LetAbilitySS","ELStatus","proxy_SES","HispanicStatus","taskInst","MT"
"922",922,922,"Y",999,55,0,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,13,111,110,99,NA,0,95,72,NA,NA,-0.368179961496426,"EO","NotReported","Hispanic","en","EO"
"923",923,923,"Y",999,55,0,NA,NA,NA,-0.697379460251308,"en",0.333333333333333,0.333333333333333,13,73,75,85,NA,0,87,72,NA,NA,-0.32129719779793,"EO","NotReported","Hispanic","en","EO"
"924",924,924,"Y",999,55,1,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,13,80,94,76,NA,1,96,72,NA,NA,0.804028220273634,"EL","NotReported","Hispanic","en","ES"
"925",925,925,"Y",999,55,1,NA,NA,NA,1.20032867710781,"en",0.875,0.875,13,109,NA,NA,91,1,98,72,NA,NA,1.05641286752138,"EL","NotReported","Hispanic","en","ES"
"926",926,926,"Y",999,55,1,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,13,111,106,100,NA,1,94,72,NA,NA,-0.0321102978609377,"EL","NotReported","Hispanic","en","ES"
"927",927,927,"Y",999,55,1,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,13,91,99,93,NA,1,90,72,NA,NA,-0.985713839765838,"EL","NotReported","Hispanic","en","ES"
"928",928,928,"Y",999,55,0,NA,NA,NA,-0.216866240744262,"en",0.458333333333333,0.458333333333333,13,88,85,76,NA,1,91,72,NA,NA,-0.0298741863053591,"EO","NotReported","Hispanic","en","EO"
"929",929,929,"Y",999,55,0,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,13,68,79,68,NA,1,100,72,NA,NA,-1.11296999137541,"EO","NotReported","Hispanic","en","EO"
"930",930,930,"Y",999,55,0,NA,0,3,0.310352135375381,"en",0.625,0.625,13,92,93,86,NA,1,94,72,NA,NA,0.355526533803427,"EO","NotReported","Hispanic","en","EO"
"931",931,931,"Y",999,55,1,NA,NA,NA,-0.366081807920853,"es",0.416666666666667,0.416666666666667,13,76,97,77,NA,1,94,72,NA,NA,-0.320907409492807,"EL","NotReported","Hispanic","es","ES"
"932",932,932,"Y",999,55,1,NA,NA,NA,-0.0772846962889839,"es",0.5,0.5,13,74,74,77,NA,1,93,72,NA,NA,0.0151622541426812,"EL","NotReported","Hispanic","es","ES"
"933",933,933,"Y",999,55,1,NA,NA,NA,-0.526523392141513,"en",0.375,0.375,13,115,109,92,NA,1,96,72,NA,NA,-0.575894097720704,"EL","NotReported","Hispanic","en","ES"
"934",934,934,"Y",999,55,1,NA,NA,NA,0.0843889639059041,"en",0.625,0.625,13,86,97,93,NA,1,98,72,NA,NA,-0.0595268456805253,"EL","NotReported","Hispanic","en","ES"
"935",935,935,"Y",999,55,1,NA,NA,NA,-1.94988569124135,"en",0.225,0.21875,13,103,101,95,NA,1,95,72,NA,NA,-1.95198384481692,"EL","NotReported","Hispanic","en","ES"
"936",936,936,"Y",999,55,0,NA,NA,NA,1.69560932215827,"en",0.958333333333333,0.958333333333333,13,115,119,94,NA,1,99,72,NA,NA,1.50442096056822,"EO","NotReported","Hispanic","en","EO"
"937",937,937,"Y",999,55,0,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,13,115,115,112,NA,1,92,72,NA,NA,-0.226362305485569,"EO","NotReported","Hispanic","en","EO"
"938",938,938,"Y",999,55,0,NA,NA,NA,0.206552098881683,"en",0.65,0.65625,13,91,92,85,NA,1,100,72,NA,NA,-0.0319088147119842,"EO","NotReported","Hispanic","en","EO"
"939",939,939,"U",800,55,0,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,13,71,89,81,NA,1,92,72,NA,NA,-1.08025894377308,"EO","NotReported","not Available","en","EO"
"940",940,940,"N",200,55,0,NA,NA,NA,0.682889073528577,"en",0.775,0.78125,13,109,119,103,NA,1,96,72,NA,NA,0.633518367949385,"EO","NotReported","Not Hispanic","en","EO"
"941",941,941,"Y",999,55,1,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,13,101,92,98,NA,0,81,72,"EL",264,-0.214791503306655,"EL","NotReported","Hispanic","en","ES"
"942",942,942,"Y",999,55,1,NA,NA,NA,0.183638329448928,"es",0.583333333333333,0.583333333333333,13,78,92,94,NA,0,81,72,"EL",239,0.84335590392402,"EL","NotReported","Hispanic","es","ES"
"943",943,943,"Y",999,55,1,NA,NA,NA,-1.21997844620836,"es",0.208333333333333,0.208333333333333,13,75,83,85,NA,0,87,72,"EL",289,-0.843896183754982,"EL","NotReported","Hispanic","es","ES"
"944",944,944,"Y",999,55,1,NA,NA,NA,-0.697379460251308,"en",0.333333333333333,0.333333333333333,13,80,65,75,NA,0,89,72,"EL",428,-0.415842301805167,"EL","NotReported","Hispanic","en","ES"
"945",945,945,"Y",999,55,0,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,13,80,84,83,NA,0,86,72,NA,NA,0.0572730065361444,"EO","NotReported","Hispanic","en","EO"
"946",946,946,"N",400,55,0,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,13,99,93,99,NA,0,78,72,NA,NA,-0.574176859685411,"EO","NotReported","Not Hispanic","en","EO"
"947",947,947,"Y",999,55,0,NA,NA,NA,-2.29731119848368,"en",0.15,0.15,13,119,117,110,NA,0,81,72,NA,NA,-1.63759362400859,"EO","NotReported","Hispanic","en","EO"
"948",948,948,"Y",999,55,0,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,13,86,92,91,NA,0,82,72,NA,NA,-0.438670516264647,"EO","NotReported","Hispanic","en","EO"
"949",949,949,"Y",999,55,1,NA,NA,NA,-1.05111553873612,"es",0.25,0.25,13,NA,NA,NA,NA,0,80,72,"EL",334,-0.344125412257409,"EL","NotReported","Hispanic","es","ES"
"950",950,950,"U",800,55,0,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,13,99,115,104,NA,0,79,72,NA,NA,1.32314427037085,"EO","NotReported","not Available","en","EO"
"951",951,951,"N",400,55,0,NA,NA,NA,0.706159238883065,"en",0.75,0.75,13,99,112,107,NA,0,85,72,NA,NA,1.17678660534368,"EO","NotReported","Not Hispanic","en","EO"
"952",952,952,"Y",999,55,0,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,13,69,87,70,NA,0,84,72,NA,NA,-0.533215620271885,"EO","NotReported","Hispanic","en","EO"
"953",953,953,"Y",999,55,0,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,13,92,89,91,NA,0,83,72,NA,NA,-0.654805975740506,"EO","NotReported","Hispanic","en","EO"
"954",954,954,"N",400,55,0,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,13,90,93,96,NA,0,80,72,NA,NA,1.72260954665143,"EO","NotReported","Not Hispanic","en","EO"
"955",955,955,"N",400,55,0,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,13,102,110,105,NA,0,83,72,NA,NA,0.48788777417887,"EO","NotReported","Not Hispanic","en","EO"
"956",956,956,"N",400,55,0,NA,NA,NA,0.706159238883065,"en",0.75,0.75,13,87,97,87,NA,0,88,72,NA,NA,1.03496894933282,"EO","NotReported","Not Hispanic","en","EO"
"957",957,957,"N",400,55,0,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,13,98,111,100,NA,0,84,72,NA,NA,0.5731933637354,"EO","NotReported","Not Hispanic","en","EO"
"958",958,958,"U",800,55,0,NA,0,3,-1.43091471885874,"en",0.3,0.192307692307692,13,104,99,95,NA,1,98,72,NA,NA,-1.57483052844517,"EO","NotReported","not Available","en","EO"
"959",959,959,"N",400,55,0,NA,0,3,0.853398925852826,"en",0.791666666666667,0.791666666666667,13,112,102,102,NA,1,95,72,NA,NA,0.851300772277253,"EO","NotReported","Not Hispanic","en","EO"
"960",960,960,"N",400,55,0,NA,0,3,2.07004231288952,"en",1,1,13,125,127,122,NA,1,96,72,NA,NA,2.02067160731033,"EO","NotReported","Not Hispanic","en","EO"
"961",961,961,"N",400,55,0,NA,0,3,0.706159238883065,"en",0.75,0.75,13,116,101,88,NA,1,92,72,NA,NA,0.845878741318349,"EO","NotReported","Not Hispanic","en","EO"
"962",962,962,"N",400,55,0,NA,0,3,1.01561942017272,"en",0.833333333333333,0.833333333333333,13,118,118,105,NA,1,94,72,NA,NA,1.06079381860077,"EO","NotReported","Not Hispanic","en","EO"
"963",963,963,"U",800,55,0,NA,0,3,0.706159238883065,"en",0.75,0.75,13,96,95,93,NA,1,100,72,NA,NA,0.467698325289398,"EO","NotReported","not Available","en","EO"
"964",964,964,"N",400,55,0,NA,0,3,1.20032867710781,"en",0.875,0.875,13,112,121,115,NA,1,96,72,NA,NA,1.15095797152862,"EO","NotReported","Not Hispanic","en","EO"
"965",965,965,"N",400,55,0,NA,0,2,-1.05111553873612,"en",0.25,0.25,13,83,99,93,NA,1,92,72,NA,NA,-0.911396036300836,"EO","NotReported","Not Hispanic","en","EO"
"966",966,966,"N",400,55,0,NA,0,3,1.69560932215827,"en",0.958333333333333,0.958333333333333,13,112,105,98,NA,1,100,72,NA,NA,1.4571484085646,"EO","NotReported","Not Hispanic","en","EO"
"967",967,967,"N",400,55,0,NA,0,3,1.20032867710781,"en",0.875,0.875,13,110,99,90,NA,1,101,72,NA,NA,0.914595211510524,"EO","NotReported","Not Hispanic","en","EO"
"968",968,968,"N",300,55,0,NA,0,3,-1.37571209017136,"en",0.1,0.166666666666667,13,99,102,79,NA,1,90,72,NA,NA,-1.14144748372884,"EO","NotReported","Not Hispanic","en","EO"
"969",969,969,"N",400,55,0,NA,0,3,0.568881591888524,"en",0.708333333333333,0.708333333333333,13,82,96,83,NA,1,99,72,NA,NA,0.377693230298476,"EO","NotReported","Not Hispanic","en","EO"
"970",970,970,"U",800,55,0,NA,0,2,-0.0772846962889839,"en",0.5,0.5,13,50,47,57,NA,1,102,72,NA,NA,-0.410290713889889,"EO","NotReported","not Available","en","EO"
"971",971,971,"U",800,55,0,NA,0,3,1.69560932215827,"en",0.958333333333333,0.958333333333333,13,124,117,94,NA,1,101,72,NA,NA,1.40987585656098,"EO","NotReported","not Available","en","EO"
"972",972,972,"U",800,55,0,NA,0,3,1.41974799310251,"en",0.916666666666667,0.916666666666667,13,105,91,77,NA,1,101,72,NA,NA,1.13401452750522,"EO","NotReported","not Available","en","EO"
"973",973,973,"Y",NA,0,1,NA,NA,NA,-1.55231117435272,"en",0.3,0.25,22,74,69,78,NA,0,80,29,"EL",368,-0.845321047874009,"EL","Ineligible","Hispanic","en","ES"
"974",974,974,"N",700,0,0,NA,NA,NA,0.452105923467513,"en",0.7,0.71875,22,120,107,102,NA,0,85,29,"EO",NA,0.922733289928129,"EO","Ineligible","Not Hispanic","en","EO"
"975",975,975,"N",700,0,0,NA,NA,NA,-0.604818207694438,"en",0.475,0.46875,22,76,97,91,NA,0,87,29,"EO",NA,-0.22873594524106,"EO","Ineligible","Not Hispanic","en","EO"
"976",976,976,"N",700,0,0,NA,NA,NA,-1.32810767070559,"en",0.35,0.34375,22,95,112,105,NA,0,87,29,"EO",NA,-0.952025408252212,"EO","Ineligible","Not Hispanic","en","EO"
"977",977,977,"N",600,0,0,NA,NA,NA,-1.64241786665595,"en",0.275,0.21875,22,68,68,78,NA,0,89,29,"EO",NA,-1.36088070820981,"EO","Ineligible","Not Hispanic","en","EO"
"978",978,978,"Y",200,0,1,NA,NA,NA,-1.64241786665595,"en",0.275,0.21875,22,60,61,64,NA,0,83,29,"EL",150,-1.0772453961881,"EL","Ineligible","Hispanic","en","ES"
"979",979,979,"Y",NA,2,1,NA,NA,NA,-0.994446772977224,"en",0.425,0.375,22,83,82,92,NA,0,80,29,"EL",351,-0.287456646498513,"EL","Eligible","Hispanic","en","ES"
"980",980,980,"Y",NA,0,1,NA,NA,NA,-1.32810767070559,"en",0.35,0.34375,22,88,88,92,NA,0,80,29,"EL",377,-0.621117544226879,"EL","Ineligible","Hispanic","en","ES"
"981",981,981,"N",600,0,0,NA,NA,NA,-1.4655143363769,"en",0.325,0.3125,22,79,90,78,NA,0,83,29,"EO",NA,-0.900341865909046,"EO","Ineligible","Not Hispanic","en","EO"
"982",982,982,"Y",NA,0,0,NA,NA,NA,-0.763251163858116,"en",0.45,0.4375,22,78,99,92,NA,0,86,29,"EO",NA,-0.339896349401119,"EO","Ineligible","Hispanic","en","EO"
"983",983,983,"N",600,0,0,NA,NA,NA,-2.06151477378938,"en",0.225,0.25,22,106,111,109,NA,0,79,29,"EO",NA,-1.30725209530705,"EO","Ineligible","Not Hispanic","en","EO"
"984",984,984,"N",700,0,0,NA,NA,NA,1.05886917649267,"en",0.9,0.875,22,133,135,98,NA,0,82,29,"EO",NA,1.67131419896414,"EO","Ineligible","Not Hispanic","en","EO"
"985",985,985,"N",200,0,0,NA,NA,NA,-2.22083288678342,"en",0.2,0.2,22,45,42,41,NA,0,96,29,"EO",NA,-2.27020359236261,"EO","Ineligible","Not Hispanic","en","EO"
"986",986,986,"Y",700,0,0,NA,NA,NA,-0.920293131083552,"en",0.425,0.40625,22,72,78,85,NA,0,86,29,"EO",NA,-0.496938316626555,"EO","Ineligible","Hispanic","en","EO"
"987",987,987,"Y",NA,0,1,NA,NA,NA,-1.4855057607404,"en",0.325,0.34375,22,73,87,86,NA,0,85,29,"EL",150,-1.01487839427978,"EL","Ineligible","Hispanic","en","ES"
"988",988,988,"N",700,0,0,NA,NA,NA,-1.8627848485315,"en",0.225,0.1875,22,77,64,93,NA,0,83,29,"EO",NA,-1.29761237806365,"EO","Ineligible","Not Hispanic","en","EO"
"989",989,989,"N",700,0,0,NA,NA,NA,-2.42286882493139,"en",0.15,0.1875,22,72,70,78,NA,0,83,29,"EO",NA,-1.85769635446354,"EO","Ineligible","Not Hispanic","en","EO"
"990",990,990,"N",600,0,0,NA,NA,NA,0.713510982530772,"en",0.75,0.78125,22,99,110,97,NA,0,78,29,"EO",NA,1.51504621301672,"EO","Ineligible","Not Hispanic","en","EO"
"991",991,991,"N",700,0,0,NA,NA,NA,-1.63136546707591,"en",0.3,0.3125,22,99,102,101,NA,0,77,29,"EO",NA,-0.782557684586342,"EO","Ineligible","Not Hispanic","en","EO"
"992",992,992,"Y",NA,1,1,NA,NA,NA,-2.02785306850353,"en",0.2,0.1875,22,63,60,73,NA,0,86,29,"EL",213,-1.60449825404653,"EL","Eligible","Hispanic","en","ES"
"993",993,993,"Y",NA,0,0,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,22,85,94,94,NA,0,89,29,"EO",NA,-1.09417493172522,"EO","Ineligible","Hispanic","en","EO"
"994",994,994,"N",700,0,0,NA,NA,NA,-0.920293131083552,"en",0.425,0.40625,22,83,71,88,NA,0,79,29,"EO",NA,-0.166030452601222,"EO","Ineligible","Not Hispanic","en","EO"
"995",995,995,"Y",NA,0,1,NA,NA,NA,-1.94988569124135,"en",0.225,0.21875,22,NA,NA,NA,NA,1,95,29,"EL",NA,-1.95198384481692,"EL","Ineligible","Hispanic","en","ES"
"996",996,996,"N",600,0,0,NA,NA,NA,0.350844741067637,"en",0.65,0.6875,22,NA,NA,NA,NA,1,95,29,"EO",NA,0.348746587492064,"EO","Ineligible","Not Hispanic","en","EO"
"997",997,997,"Y",999,55,1,NA,NA,NA,0.853398925852826,"es",0.791666666666667,0.791666666666667,21,70,94,81,NA,1,101,73,NA,NA,0.56766546025554,"EL","NotReported","Hispanic","es","ES"
"998",998,998,"Y",999,55,0,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,21,78,107,81,NA,1,97,73,NA,NA,-1.31662170379117,"EO","NotReported","Hispanic","en","EO"
"999",999,999,"Y",999,55,1,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,21,60,55,65,NA,1,107,73,NA,NA,0.44625064255372,"EL","NotReported","Hispanic","en","ES"
"1000",1000,1000,"N",600,55,0,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,21,92,95,81,NA,1,95,73,NA,NA,0.0531952916955917,"EO","NotReported","Not Hispanic","en","EO"
"1001",1001,1001,"N",400,55,0,NA,NA,NA,2.07004231288952,"en",1,1,21,NA,NA,NA,NA,1,100,73,NA,NA,1.83158139929585,"EO","NotReported","Not Hispanic","en","EO"
"1002",1002,1002,"N",200,55,0,NA,NA,NA,1.41974799310251,"en",0.916666666666667,0.916666666666667,21,84,100,80,NA,1,99,73,NA,NA,1.22855963151246,"EO","NotReported","Not Hispanic","en","EO"
"1003",1003,1003,"N",200,55,0,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,21,83,99,90,NA,1,90,73,NA,NA,0.672179584298113,"EO","NotReported","Not Hispanic","en","EO"
"1004",1004,1004,"Y",999,55,1,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,21,75,93,81,NA,1,91,73,NA,NA,-1.03298639176946,"EL","NotReported","Hispanic","en","ES"
"1005",1005,1005,"Y",999,55,1,NA,NA,NA,-1.68603407564416,"en",0.325,0.325,21,96,84,80,NA,1,98,73,NA,NA,-1.82994988523059,"EL","NotReported","Hispanic","en","ES"
"1006",1006,1006,"Y",999,55,1,NA,NA,NA,0.310352135375381,"en",0.625,0.625,21,101,99,90,NA,1,97,73,NA,431,0.213708877792571,"EL","NotReported","Hispanic","en","ES"
"1007",1007,1007,"Y",999,55,1,NA,NA,NA,1.69560932215827,"en",0.958333333333333,0.958333333333333,21,129,116,103,NA,1,91,73,NA,NA,1.88260137659717,"EL","NotReported","Hispanic","en","ES"
"1008",1008,1008,"N",999,55,0,NA,NA,NA,0.310352135375381,"en",0.625,0.625,21,92,99,90,NA,1,93,73,NA,NA,0.402799085807046,"EO","NotReported","Not Hispanic","en","EO"
"1009",1009,1009,"U",800,55,0,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,21,75,91,81,NA,1,100,73,NA,NA,0.777158506579053,"EO","NotReported","not Available","en","EO"
"1010",1010,1010,"N",400,55,0,NA,NA,NA,1.20032867710781,"en",0.875,0.875,21,124,130,114,NA,1,92,73,NA,NA,1.34004817954309,"EO","NotReported","Not Hispanic","en","EO"
"1011",1011,1011,"Y",999,55,1,NA,NA,NA,1.01561942017272,"es",0.833333333333333,0.833333333333333,21,NA,NA,NA,NA,1,96,73,NA,NA,0.966248714593528,"EL","NotReported","Hispanic","es","ES"
"1012",1012,1012,"Y",999,55,0,NA,NA,NA,0.706159238883065,"en",0.75,0.75,21,131,132,114,NA,1,91,73,NA,NA,0.893151293321968,"EO","NotReported","Hispanic","en","EO"
"1013",1013,1013,"Y",999,55,0,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,21,NA,NA,NA,NA,1,94,73,NA,NA,1.06079381860077,"EO","NotReported","Hispanic","en","EO"
"1014",1014,1014,"Y",999,55,1,NA,NA,NA,0.706159238883065,"en",0.75,0.75,21,NA,NA,NA,NA,1,91,73,NA,NA,0.893151293321968,"EL","NotReported","Hispanic","en","ES"
"1015",1015,1015,"Y",999,55,1,NA,NA,NA,-0.216866240744262,"en",0.458333333333333,0.458333333333333,21,91,118,100,NA,1,99,73,NA,403,-0.40805460233431,"EL","NotReported","Hispanic","en","ES"
"1016",1016,1016,"N",200,55,0,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,21,86,97,91,NA,1,99,73,NA,NA,-0.00755003214112024,"EO","NotReported","Not Hispanic","en","EO"
"1017",1017,1017,"Y",999,55,1,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,21,95,117,96,NA,1,94,73,NA,NA,-1.33053769174331,"EL","NotReported","Hispanic","en","ES"
"1018",1018,1018,"N",600,55,0,NA,NA,NA,-0.526523392141513,"en",0.375,0.375,21,78,95,82,NA,1,99,73,NA,NA,-0.717711753731561,"EO","NotReported","Not Hispanic","en","EO"
"1019",1019,1019,"Y",999,55,1,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,21,82,95,81,NA,0,91,73,NA,NA,-1.03298639176946,"EL","NotReported","Hispanic","en","ES"
"1020",1020,1020,"Y",999,55,0,NA,NA,NA,-0.526523392141513,"en",0.375,0.375,21,75,79,88,NA,0,90,73,NA,NA,-0.292258785698991,"EO","NotReported","Hispanic","en","EO"
"1021",1021,1021,"Y",999,55,0,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,21,80,83,74,NA,0,87,73,NA,NA,-0.843896183754982,"EO","NotReported","Hispanic","en","EO"
"1022",1022,1022,"Y",999,55,0,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,21,82,79,88,NA,0,89,73,NA,NA,0.204252462157157,"EO","NotReported","Hispanic","en","EO"
"1023",1023,1023,"N",600,55,0,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,21,86,93,82,NA,0,89,73,NA,NA,0.465175487895069,"EO","NotReported","Not Hispanic","en","EO"
"1024",1024,1024,"N",700,55,0,NA,NA,NA,-0.526523392141513,"en",0.375,0.375,21,85,103,84,NA,0,90,73,NA,NA,-0.292258785698991,"EO","NotReported","Not Hispanic","en","EO"
"1025",1025,1025,"Y",999,55,1,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,21,94,106,97,NA,0,81,73,NA,NA,0.582432878186108,"EL","NotReported","Hispanic","en","ES"
"1026",1026,1026,"U",800,55,0,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,21,83,72,86,NA,0,88,73,NA,NA,0.897691302338284,"EO","NotReported","not Available","en","EO"
"1027",1027,1027,"Y",999,55,0,NA,NA,NA,-0.216866240744262,"en",0.458333333333333,0.458333333333333,21,NA,NA,NA,NA,0,84,73,NA,NA,0.301033677719973,"EO","NotReported","Hispanic","en","EO"
"1028",1028,1028,"N",400,55,0,NA,NA,NA,0.706159238883065,"en",0.75,0.75,21,97,107,101,NA,0,83,73,NA,NA,1.27133170935092,"EO","NotReported","Not Hispanic","en","EO"
"1029",1029,1029,"N",200,55,0,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,21,99,104,91,NA,0,81,73,NA,NA,0.293635766554239,"EO","NotReported","Not Hispanic","en","EO"
"1030",1030,1030,"Y",999,55,0,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,21,91,110,101,NA,0,84,73,NA,NA,-0.857812171707125,"EO","NotReported","Hispanic","en","EO"
"1031",1031,1031,"Y",999,55,1,NA,NA,NA,0.706159238883065,"en",0.75,0.75,21,107,119,106,NA,0,89,73,NA,NA,0.987696397329206,"EL","NotReported","Hispanic","en","ES"
"1032",1032,1032,"N",600,55,0,NA,0,NA,-1.05111553873612,"en",0.25,0.25,21,127,123,132,NA,0,82,73,NA,NA,-0.438670516264647,"EO","NotReported","Not Hispanic","en","EO"
"1033",1033,1033,"N",700,55,0,NA,0,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,21,88,103,97,NA,0,85,73,NA,NA,1.03950895834914,"EO","NotReported","Not Hispanic","en","EO"
"1034",1034,1034,"N",400,55,0,NA,0,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,21,88,96,96,NA,0,86,73,NA,NA,1.43897423462972,"EO","NotReported","Not Hispanic","en","EO"
"1035",1035,1035,"N",200,55,0,NA,1,2,-1.05111553873612,"en",0.25,0.25,21,86,90,86,NA,0,81,73,NA,NA,-0.391397964261028,"EO","NotReported","Not Hispanic","en","EO"
"1036",1036,1036,"N",600,55,0,NA,0,NA,-0.216866240744262,"en",0.458333333333333,0.458333333333333,21,128,123,106,NA,0,84,73,NA,NA,0.301033677719973,"EO","NotReported","Not Hispanic","en","EO"
"1037",1037,1037,"Y",999,55,1,NA,1,1,-1.37571209017136,"en",0.1,0.166666666666667,21,60,44,70,NA,0,90,73,NA,150,-1.14144748372884,"EL","NotReported","Hispanic","en","ES"
"1038",1038,1038,"Y",999,55,1,NA,1,2,0.0552934452711644,"en",0.541666666666667,0.541666666666667,21,75,70,83,NA,0,86,73,NA,282,0.478648259728162,"EL","NotReported","Hispanic","en","ES"
"1039",1039,1039,"Y",999,55,1,NA,1,2,-0.216866240744262,"en",0.458333333333333,0.458333333333333,21,75,79,84,NA,0,90,73,NA,265,0.0173983656982598,"EL","NotReported","Hispanic","en","ES"
"1040",1040,1040,"Y",999,55,1,NA,1,2,-0.874509077781747,"en",0.291666666666667,0.291666666666667,21,85,85,89,NA,0,81,73,NA,179,-0.214791503306655,"EL","NotReported","Hispanic","en","ES"
"1041",1041,1041,"Y",999,55,1,NA,1,2,0.853398925852826,"es",0.791666666666667,0.791666666666667,21,88,82,80,NA,0,88,73,NA,305,1.18220863630259,"EL","NotReported","Hispanic","es","ES"
"1042",1042,1042,"Y",999,55,0,NA,0,NA,0.706159238883065,"en",0.75,0.75,21,76,93,86,NA,0,89,73,NA,NA,0.987696397329206,"EO","NotReported","Hispanic","en","EO"
"1043",1043,1043,"Y",700,0,1,NA,NA,NA,-2.21670801877204,"es",0.175,0.1875,13,92,108,103,NA,0,82,61,"EL",236,-1.60426299630057,"EL","Ineligible","Hispanic","es","ES"
"1044",1044,1044,"N",600,3,0,NA,0,3,-0.719362758733845,"en",0.475,0.4375,5,81,71,87,NA,0,82,21,"EO",NA,-0.106917736262372,"EO","Eligible","Not Hispanic","en","EO"
"1045",1045,1045,"Y",700,0,0,NA,0,3,-0.167359788569284,"en",0.575,0.5625,5,101,114,92,NA,0,79,21,"EO",NA,0.586902889913046,"EO","Ineligible","Hispanic","en","EO"
"1046",1046,1046,"Y",200,3,0,NA,0,3,-0.301858799449767,"en",0.525,0.53125,5,79,76,82,NA,0,82,21,"EO",NA,0.310586223021706,"EO","Eligible","Hispanic","en","EO"
"1047",1047,1047,"Y",700,3,1,NA,1,2,-0.0397440157169303,"en",0.6,0.59375,5,116,109,88,NA,0,85,21,"EL",150,0.430883350743686,"EL","Eligible","Hispanic","en","ES"
"1048",1048,1048,"Y",700,3,1,NA,1,3,-1.12109216972074,"en",0.4,0.34375,5,90,88,102,NA,0,79,21,"EL",351,-0.36682949123841,"EL","Eligible","Hispanic","en","ES"
"1049",1049,1049,"Y",700,0,0,NA,0,3,0.404481589687733,"en",0.75,0.71875,5,91,96,98,NA,0,84,21,"EO",NA,0.922381508151968,"EO","Ineligible","Hispanic","en","EO"
"1050",1050,1050,"N",600,3,0,NA,0,3,0.206552098881683,"en",0.65,0.65625,5,92,97,97,NA,0,89,21,"EO",NA,0.488089257327824,"EO","Eligible","Not Hispanic","en","EO"
"1051",1051,1051,"Y",700,3,0,NA,0,3,-2.42286882493139,"en",0.15,0.1875,5,68,56,72,NA,0,79,21,"EO",NA,-1.66860614644906,"EO","Eligible","Hispanic","en","EO"
"1052",1052,1052,"N",600,3,0,NA,0,3,-2.21670801877204,"en",0.175,0.1875,5,96,80,72,NA,0,77,21,"EO",NA,-1.36790023628247,"EO","Eligible","Not Hispanic","en","EO"
"1053",1053,1053,"Y",700,3,1,NA,1,1,-1.32810767070559,"en",0.35,0.34375,5,77,NA,NA,69,0,81,21,"EL",151,-0.668390096230498,"EL","Eligible","Hispanic","en","ES"
"1054",1054,1054,"Y",700,0,1,NA,0,3,0.452105923467513,"en",0.7,0.71875,5,103,118,106,NA,0,80,21,"EL",511,1.15909604994622,"EL","Ineligible","Hispanic","en","ES"
