"","student_tracking_id","LetAbilitySS","LetAbility","ELStatus.x","proxy_SES.x","pseAbilitySS","pseAbility","ELStatus.y","proxy_SES.y","MPabilitySS","MPability.x","ELStatus","proxy_SES","wcj_lwi","wcj_lwi_ss","wcj_spelling","wcj_spelling_ss","wcj_wa","wcj_wa_ss","wcj_srt","wcj_srt_ss","wcm_lwi","wcm_lwi_ss","age_month","grade","ble_ucat","del_ucat","evo_ucat","rvo_ucat","nre_ucat","wre_ucat","srt_ucat","nwr_ucat","lnc","lco","rao","dgs","lsi_ucat","reading_outcome","cELStatus","cProxySES"
"199",199,0.871703610586291,1.01561942017272,"EO","Ineligible",0.288940336825969,0.0552934452711644,"EO","Ineligible",NA,NA,NA,NA,47,106,19,98,19,110,NA,NA,NA,NA,98,1,NA,3,0.5012,NA,0.4217,1.0503,0.4105,0.9421,NA,NA,37,10,NA,106,"EO","Ineligible"
"200",200,1.34442913062248,1.01561942017272,"EO","Eligible",1.13686776352443,0.568881591888524,"EO","Eligible",NA,NA,NA,NA,18,80,10,84,6,79,NA,NA,NA,NA,88,1,NA,-0.4614,0.8808,NA,-2.4614,-2.0435,-2.6976,0.7035,NA,NA,33,3,NA,80,"EO","Eligible"
"201",201,1.05641286752138,1.20032867710781,"EO","Eligible",0.543999026930186,0.310352135375381,"EO","Eligible",NA,NA,NA,NA,49,109,20,100,19,110,NA,NA,NA,NA,98,1,NA,0.7586,0.7626,NA,0.1353,0.5119,0.0583,-0.0204,NA,NA,50,10,NA,109,"EO","Eligible"
"202",202,1.32882918847981,1.33092734205538,"EO","Ineligible",0.517587005028063,0.183638329448928,"EO","Ineligible",NA,NA,NA,NA,59,130,18,100,17,109,NA,NA,NA,NA,95,1,NA,0.2156,3,NA,0.6636,1.0503,2.2113,1.0967,NA,NA,40,9,NA,130,"EO","Ineligible"
"203",203,0.824431058582672,1.01561942017272,"EL","Eligible",NA,NA,NA,NA,NA,NA,NA,NA,22,75,12,81,6,66,NA,NA,NA,NA,99,1,NA,2.4607,0.0639,NA,0.3756,0.1386,-0.3478,-2.7459,NA,NA,48,8,NA,75,"EL","Eligible"
"204",204,0.851300772277253,0.853398925852826,"EL","Ineligible",0.117082434834873,-0.216866240744262,"EL","Ineligible",NA,NA,NA,NA,52,121,35,135,24,128,NA,NA,NA,NA,95,1,NA,1.7081,0.7332,NA,1.0904,1.5321,0.0849,2.4074,NA,NA,28,7,NA,121,"EL","Ineligible"
"205",205,0.804028220273634,0.853398925852826,"EO","Eligible",0.869396339459549,0.568881591888524,"EO","Eligible",NA,NA,NA,NA,60,129,22,107,29,142,NA,NA,NA,NA,96,1,NA,0.6953,0.6608,NA,0.1353,1.5199,1.9521,1.2311,NA,NA,47,11,NA,129,"EO","Eligible"
"206",206,0.530361928287256,0.437914977855591,"EO","Ineligible",0.584454861044284,0.183638329448928,"EO","Ineligible",NA,NA,NA,NA,20,77,12,86,11,96,NA,NA,NA,NA,93,1,NA,-0.1684,1.4555,NA,-1.3408,-1.8722,0.3962,0.4882,NA,NA,30,9,NA,77,"EO","Ineligible"
"207",207,1.15095797152862,1.20032867710781,"EL","Eligible",1.31613416774375,1.01561942017272,"EL","Eligible",NA,NA,NA,NA,27,85,12,84,12,97,NA,NA,NA,NA,96,1,NA,0.7586,0.6608,NA,-0.183,-0.854,-2.2828,0.9422,NA,NA,38,12,NA,85,"EL","Eligible"
"208",208,-1.03298639176946,-1.21997844620836,"EO","Eligible",-0.229695072639732,-0.697379460251308,"EO","Eligible",NA,NA,NA,NA,22,81,12,87,8,88,NA,NA,NA,NA,91,1,NA,0.7586,0.0639,NA,-1.5681,-1.1889,-0.7885,0.4291,NA,NA,33,6,NA,81,"EO","Eligible"
"209",209,0.199454064261924,0.437914977855591,"EL","Eligible",0.477131170913965,0.310352135375381,"EL","Eligible",NA,NA,NA,NA,21,72,NA,NA,NA,NA,NA,NA,21,74,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,"EL","Eligible"
"210",210,0.61405599031657,0.568881591888524,"EO","Eligible",0.93626419547577,0.568881591888524,"EO","Eligible",NA,NA,NA,NA,33,92,19,103,7,78,NA,NA,NA,NA,94,1,NA,-0.1566,0.1488,NA,0.6613,0.1423,0.3962,1.119,NA,NA,31,8,NA,92,"EO","Eligible"
"211",211,-0.816850932293598,-1.05111553873612,"EO","Eligible",0.939033293475277,0.437914977855591,"EO","Eligible",NA,NA,NA,NA,25,87,12,88,10,96,NA,NA,NA,NA,90,1,NA,0.2156,0.6106,NA,-0.183,-0.7298,-0.8613,0.6709,NA,NA,30,12,NA,87,"EO","Eligible"
"212",212,1.00914031551776,1.20032867710781,"EL","Eligible",1.21583238371941,1.01561942017272,"EL","Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EL","Eligible"
"213",213,-1.12753149577669,-1.21997844620836,"EL","Eligible",NA,NA,NA,NA,NA,NA,NA,NA,14,69,NA,NA,NA,NA,NA,NA,16,75,93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,"EL","Eligible"
"214",214,0.0624348061463001,-0.0772846962889839,"EL","Eligible",-0.616865079132654,-1.05111553873612,"EL","Eligible",NA,NA,NA,NA,5,45,NA,NA,NA,NA,NA,NA,9,53,92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,"EL","Eligible"
"215",215,-0.971152335364557,-0.874509077781747,"EO","Eligible",-1.10863127060845,-1.37571209017136,"EO","Eligible",NA,NA,NA,NA,21,72,11,76,9,84,NA,NA,NA,NA,97,1,NA,-0.1684,0.6106,NA,-3,-1.4009,0.1616,-0.4038,NA,NA,28,8,NA,72,"EO","Eligible"
"216",216,0.242285499710067,0.0552934452711644,"EL","Eligible",0.651322717060504,0.183638329448928,"EL","Eligible",NA,NA,NA,NA,27,92,14,97,13,106,NA,NA,NA,NA,91,1,NA,1.295,-0.1027,NA,-0.6306,-0.3016,0.248,-0.2308,NA,NA,26,0,NA,92,"EL","Eligible"
"217",217,0.614938012259159,0.853398925852826,"EL","Eligible",-0.707730042243163,-0.874509077781747,"EL","Eligible",NA,NA,NA,NA,39,96,NA,NA,NA,NA,NA,NA,36,97,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"EL","Eligible"
"218",218,1.51219494353418,1.41974799310251,"EL","Ineligible",0.584454861044284,0.183638329448928,"EL","Ineligible",NA,NA,NA,NA,29,91,NA,NA,NA,NA,NA,NA,36,105,93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,"EL","Ineligible"
"219",219,0.591889293821522,0.310352135375381,"EO","Ineligible",0.00802885148628341,-0.526523392141513,"EO","Ineligible",NA,NA,NA,NA,23,86,11,86,12,102,NA,NA,NA,NA,89,1,NA,0.7539,0.0639,NA,-0.0817,-2.0287,0.8821,1.2557,NA,NA,28,9,NA,86,"EO","Ineligible"
"220",220,0.512448039898688,0.183638329448928,"EO","Ineligible",0.878338307011288,0.310352135375381,"EO","Ineligible",NA,NA,NA,NA,22,86,11,88,9,95,NA,NA,NA,NA,88,1,NA,-0.1566,0.9003,NA,-1.0119,-1.1689,0.1716,-0.2308,NA,NA,33,NA,NA,86,"EO","Ineligible"
"221",221,-0.273634857489188,-0.366081807920853,"EL","Ineligible",0.183950290851094,-0.216866240744262,"EL","Ineligible",NA,NA,NA,NA,30,93,14,95,15,108,NA,NA,NA,NA,93,1,NA,0.7586,0.0639,NA,-0.6288,-0.6589,1.2559,0.5093,NA,NA,41,10,NA,93,"EL","Ineligible"
"222",222,-0.273634857489188,-0.366081807920853,"EL","Ineligible",0.0347347236745027,-0.366081807920853,"EL","Ineligible",NA,NA,NA,NA,22,83,NA,NA,NA,NA,NA,NA,39,111,93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,"EL","Ineligible"
"223",223,-1.24230390032617,-1.05111553873612,"EL","Eligible",-0.850902575189425,-1.05111553873612,"EL","Eligible",NA,NA,NA,NA,15,63,NA,NA,NA,NA,NA,NA,20,73,99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,"EL","Eligible"
"224",224,0.483089376283637,0.437914977855591,"EO","Ineligible",0.290097907298262,-0.0772846962889839,"EO","Ineligible",NA,NA,NA,NA,37,96,NA,NA,16,106,NA,NA,NA,NA,94,1,NA,0.7586,0.1405,NA,-0.2503,0.5119,-2.4584,0.8986,NA,NA,42,5,NA,96,"EO","Ineligible"
"225",225,0.424965782302095,0.568881591888524,"EL","Eligible",0.802528483443329,0.568881591888524,"EL","Eligible",NA,NA,NA,NA,32,86,NA,NA,NA,NA,NA,NA,46,111,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,"EL","Eligible"
"226",226,-0.292258785698991,-0.526523392141513,"EL","Eligible",-0.549997223116434,-1.05111553873612,"EL","Eligible",NA,NA,NA,NA,20,80,NA,NA,NA,NA,NA,NA,22,85,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,"EL","Eligible"
"227",227,0.483089376283637,0.437914977855591,"EO","Eligible",-0.507126474194502,-0.874509077781747,"EO","Eligible",NA,NA,NA,NA,33,92,14,89,8,84,NA,NA,NA,NA,94,1,NA,0.7539,0.7332,NA,-0.183,0.0839,-0.6492,2.5739,NA,NA,34,4,NA,92,"EO","Eligible"
"228",228,0.728063471956623,0.682889073528577,"EO","Eligible",0.205887217755963,-0.161495385831282,"EO","Eligible",-3.97060192576018,-3.18183937996718,"EO","Eligible",40,103,13,89,13,101,NA,NA,NA,NA,97,1,NA,-0.1566,-0.3543,NA,-0.183,0.1423,3,0.2907,NA,NA,41,9,NA,103,"EO","Eligible"
"229",229,1.14706515207717,1.10189075364912,"EO","Eligible",0.339376447242984,-0.0280061563442619,"EO","Eligible",0.852581438686852,1.64134398447985,"EO","Eligible",25,83,13,88,11,95,NA,NA,NA,NA,97,1,NA,-0.1566,-1.3202,NA,-0.4674,-1.423,-2.0714,-1.0374,NA,NA,14,3,NA,83,"EO","Eligible"
"230",230,-1.44437341263701,-1.63136546707591,"EL","Eligible",-1.16368107946433,-1.63136546707591,"EL","Eligible",-1.16978362032287,-0.513948219244385,"EL","Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,1,NA,-0.1566,0.9817,NA,-0.183,-1.0173,-3,-0.2616,NA,NA,35,5,NA,NA,"EL","Eligible"
"231",231,-2.14929107824667,-2.28901058068195,"EL","Eligible",-1.51563523163788,-1.94988569124135,"EL","Eligible",0.0405812131018038,0.740725662418461,"EL","Eligible",14,69,11,85,7,84,NA,NA,NA,NA,95,1,NA,-1.4483,0.2725,NA,-1.3408,-1.8739,-0.0016,-0.5153,NA,NA,27,NA,NA,69,"EL","Eligible"
"232",232,-0.79241167719432,-1.12122138764408,"EO","Eligible",-0.917519589104493,-1.4855057607404,"EO","Eligible",-2.61356964476569,-2.09066138840172,"EO","Eligible",41,109,13,93,11,99,NA,NA,NA,NA,88,1,NA,NA,-0.3958,NA,-1.0135,0.4726,-0.2608,0.0103,NA,NA,52,6,NA,109,"EO","Eligible"
"233",233,-1.88173480562124,-1.69054644403119,"EL","Eligible",NA,NA,NA,NA,-2.8615140844368,-1.85120629745295,"EL","Eligible",15,62,10,73,7,74,NA,NA,NA,NA,102,1,NA,-2.0051,-0.7382,NA,-2.5155,-3,-3,-1.5672,NA,NA,14,1,NA,62,"EL","Eligible"
"234",234,0.313894370477955,0.552355284071622,"EO","Eligible",0.644094489539269,0.477315454000685,"EO","Eligible",-1.86833998422967,-0.813723149007646,"EO","Eligible",29,80,14,83,11,87,NA,NA,NA,NA,100,1,NA,0.2156,0.0639,NA,-0.5487,0.1423,-0.0529,-0.2308,NA,NA,26,10,NA,80,"EO","Eligible"
"235",235,1.12374359312279,0.936751538683891,"EO","Ineligible",0.01773526819576,-0.449949119415816,"EO","Ineligible",0.921784289390214,1.5776196904687,"EO","Ineligible",28,91,16,100,10,96,NA,NA,NA,NA,94,1,NA,0.2156,-0.3543,NA,0.3756,0.1386,-2.7479,0.1985,NA,NA,25,9,NA,91,"EO","Ineligible"
"236",236,0.914897794075052,0.822450843643387,"EO","Eligible",0.980397025438746,0.57958049384339,"EO","Eligible",0.175699571971326,0.920153069526154,"EO","Eligible",17,72,10,79,11,96,NA,NA,NA,NA,97,1,NA,-0.1566,0.0639,NA,-0.9595,-1.8937,0.09,0.1985,NA,NA,41,7,NA,72,"EO","Eligible"
"237",237,0.666059096962443,0.857247458552491,"EO","Eligible",-0.711236784429082,-0.911449747975776,"EO","Eligible",NA,NA,NA,NA,17,64,11,75,11,89,NA,NA,NA,NA,102,1,NA,-1.2522,0.0639,NA,-1.0135,-1.7389,-2.9311,-0.2824,NA,NA,39,8,NA,64,"EO","Eligible"
"238",238,0.475217300425112,0.477315454000685,"EL","Eligible",NA,NA,NA,NA,NA,NA,NA,NA,25,81,12,83,15,104,NA,NA,NA,NA,98,1,NA,0.7586,-0.0698,NA,-0.183,0.1386,-2.0714,-0.0604,NA,NA,39,9,NA,81,"EL","Eligible"
"239",239,-0.904897877968884,-0.571891860367979,"EL","Eligible",-0.976633937275116,-1.07654511679748,"EL","Eligible",NA,NA,NA,NA,49,107,24,107,21,114,NA,NA,NA,NA,105,1,NA,0.7586,0.9817,NA,1.1797,0.9999,3,0.053,NA,NA,47,9,NA,107,"EL","Eligible"
"240",240,0.692415651323131,0.789058908905942,"EL","Eligible",0.595566513171569,0.328485693608654,"EL","Eligible",0.44150921744823,1.36319890795574,"EL","Eligible",48,111,23,110,23,123,NA,NA,NA,NA,100,1,NA,1.2286,-0.3543,NA,0.1353,0.6144,3,0.2327,NA,NA,33,10,NA,111,"EL","Eligible"
"241",241,1.29748278326078,1.63048880086168,"EO","Ineligible",0.862619671871835,0.762708492349471,"EO","Ineligible",-0.759741625135894,0.38349330656247,"EO","Ineligible",32,84,15,86,18,106,NA,NA,NA,NA,105,1,NA,-0.1684,0.0639,NA,-0.183,-1.3271,3,0.9421,NA,NA,39,11,NA,84,"EO","Ineligible"
"242",242,0.237022159063659,0.286392864642851,"EL","Eligible",0.52648857860952,0.225973831038495,"EL","Eligible",0.86651673998578,1.74389738225512,"EL","Eligible",16,66,11,78,6,68,NA,NA,NA,NA,100,1,NA,-0.1566,0.0639,NA,-2.5155,-2.0541,-1.4418,-0.2308,NA,NA,28,6,NA,66,"EL","Eligible"
"243",243,1.00949847091348,1.05886917649267,"EO","Eligible",0.852870031642647,0.552355284071622,"EO","Eligible",1.00548071644993,1.88286135871927,"EO","Eligible",36,94,14,88,13,98,NA,NA,NA,NA,99,1,NA,0.7586,0.0639,NA,-0.092,-0.3016,-0.1991,0.211,NA,NA,40,6,NA,94,"EO","Eligible"
"244",244,0.318653570348426,0.0843889639059041,"EO","Eligible",-1.25384379326442,-1.75496210888411,"EO","Eligible",-0.326396978094567,0.285129374745749,"EO","Eligible",13,68,8,76,8,90,NA,NA,NA,NA,93,1,NA,0.1744,-1.1926,NA,-3,-0.6589,-2.8822,-0.7872,NA,NA,27,6,NA,68,"EO","Eligible"
"245",245,-0.86627534954773,-0.911449747975776,"EO","Eligible",0.855694756254218,0.488312152666973,"EO","Eligible",0.314233644697651,1.10299619049065,"EO","Eligible",13,62,8,70,6,71,NA,NA,NA,NA,97,1,NA,-0.4614,-1.1926,NA,-3,-2.9369,-2.7928,0.053,NA,NA,26,NA,NA,62,"EO","Eligible"
"246",246,0.12956336233395,0.0843889639059041,"EO","Eligible",-0.101471464945675,-0.46885406853292,"EO","Eligible",-0.18031198273552,0.608450563057479,"EO","Eligible",31,90,12,84,8,85,NA,NA,NA,NA,97,1,NA,0.2156,0.0639,NA,-1.3408,-0.4999,-1.0165,-0.5075,NA,NA,39,7,NA,90,"EO","Eligible"
"247",247,-0.0259940034157789,0.307012014185126,"EO","Ineligible",-0.0615842063089181,-0.161495385831282,"EO","Ineligible",0.707354631088846,1.85058956278721,"EO","Ineligible",42,97,12,77,8,77,NA,NA,NA,NA,105,1,NA,0.1696,0.8916,NA,-1.4246,0.5119,-2.5876,-1.3566,NA,NA,22,9,NA,97,"EO","Ineligible"
"248",248,-2.31335127635485,-2.21670801877204,"EL","Ineligible",-1.59570402896859,-1.8627848485315,"EL","Ineligible",NA,NA,NA,NA,22,77,10,76,12,96,NA,NA,NA,NA,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,"EL","Ineligible"
"249",249,-0.154071949687763,0.0843889639059041,"EO","Ineligible",-0.438039172155854,-0.604818207694438,"EO","Ineligible",0.354317117631888,1.40893395285391,"EO","Ineligible",49,110,15,89,19,111,NA,NA,NA,NA,102,1,NA,0.9109,0.9179,NA,1.5298,0.8867,1.8179,0.8986,NA,NA,28,10,NA,110,"EO","Ineligible"
"250",250,1.14706515207717,1.10189075364912,"EO","Ineligible",0.537578646560854,0.170196042973608,"EO","Ineligible",1.51738889563228,2.30615144142528,"EO","Ineligible",40,105,14,93,16,109,NA,NA,NA,NA,97,1,NA,2.253,1.2974,NA,0.7398,0.1386,0.3333,0.7566,NA,NA,48,8,NA,105,"EO","Ineligible"
"251",251,0.627067080037358,1.10189075364912,"EO","Ineligible",0.427448556197904,0.427839160699871,"EO","Ineligible",0.768630526461205,2.04479260287408,"EO","Ineligible",52,110,23,103,23,118,NA,NA,NA,NA,105,1,NA,0.7586,3,NA,1.4843,1.1973,1.7536,0.7665,NA,NA,46,11,NA,110,"EO","Ineligible"
"252",252,0.560540056235698,0.893546073836603,"EO","Ineligible",1.07509438050446,0.975183200982092,"EO","Ineligible",1.32551401688406,2.46874894858242,"EO","Ineligible",51,111,18,95,16,101,NA,NA,NA,NA,105,1,NA,0.7586,0.8916,NA,1.4843,1.0503,-0.5909,0.2495,NA,NA,48,9,NA,111,"EO","Ineligible"
"253",253,-0.10703218656241,0.225973831038495,"EO","Ineligible",0.0967729834079889,-0.00313819611437507,"EO","Ineligible",0.137131943452876,1.28036687515124,"EO","Ineligible",46,104,17,93,19,110,NA,NA,NA,NA,104,1,NA,0.1696,1.4555,NA,0.4242,1.259,0.5185,0.4177,NA,NA,36,8,NA,104,"EO","Ineligible"
"254",254,-0.0597596345587911,0.225973831038495,"EO","Ineligible",-0.0225881160101469,-0.155933223540621,"EO","Ineligible",-0.517029176450985,0.581896707009208,"EO","Ineligible",44,101,13,82,14,97,NA,NA,NA,NA,103,1,NA,0.7586,3,NA,-0.183,1.1356,0.09,0.0103,NA,NA,50,10,NA,101,"EO","Ineligible"
"255",255,0.0900247800149868,0.328485693608654,"EO","Ineligible",0.604694013394175,0.437914977855591,"EO","Ineligible",NA,NA,NA,NA,31,83,10,71,11,88,NA,NA,NA,NA,100,1,NA,0.9109,0.9464,NA,-0.4674,0.0839,-0.323,1.2048,NA,NA,35,10,NA,83,"EO","Ineligible"
"256",256,0.0171682420837843,-0.0280061563442619,"EO","Ineligible",0.194090904402271,-0.173291699184974,"EO","Ineligible",1.43278772035904,2.22155026615204,"EO","Ineligible",35,95,13,88,16,107,NA,NA,NA,NA,94,1,NA,0.7586,1.4555,NA,0.842,0.5119,0.6086,-0.0487,NA,NA,46,10,NA,95,"EO","Ineligible"
"257",257,-0.100337690638043,-0.0509669850588511,"EO","Ineligible",0.000990255420029049,-0.299524492150996,"EO","Ineligible",1.84542211407266,2.722802756342,"EO","Ineligible",36,96,11,81,16,107,NA,NA,NA,NA,99,1,NA,1.4144,-0.1027,NA,0.7398,0.2999,0.0849,0.5605,NA,NA,51,9,NA,96,"EO","Ineligible"
"258",258,0.42717536950766,0.382000971079614,"EO","Ineligible",0.674394617772372,0.307012014185126,"EO","Ineligible",-0.231523220002644,0.557239325790355,"EO","Ineligible",49,118,13,90,14,105,NA,NA,NA,NA,97,1,NA,0.2156,0.8916,NA,0.1353,1.1797,1.4425,0.1985,NA,NA,41,9,NA,118,"EO","Ineligible"
"259",259,-0.0808447487533089,-0.173291699184974,"EO","Ineligible",0.385038296436681,-0.0157782351586747,"EO","Ineligible",-0.580159584185181,0.164293913369647,"EO","Ineligible",35,99,19,108,15,108,NA,NA,NA,NA,96,1,NA,0.0633,0.7626,NA,0.7398,0.3148,0.8493,0.9777,NA,NA,46,11,NA,99,"EO","Ineligible"
"260",260,0.304913860609553,0.307012014185126,"EO","Ineligible",0.434379243441599,0.100430567862464,"EO","Ineligible",2.24703375957032,3.08010535360149,"EO","Ineligible",40,103,23,114,20,118,NA,NA,NA,NA,98,1,NA,3,0.0639,NA,-0.1978,0.5119,0.0141,1.119,NA,NA,49,11,NA,103,"EO","Ineligible"
"261",261,-0.434441453408356,-0.763251163858116,"EO","Ineligible",0.412052948095286,-0.155933223540621,"EO","Ineligible",0.155833125607694,0.678741381971669,"EO","Ineligible",48,120,14,97,17,115,NA,NA,NA,NA,88,1,NA,0.7586,1.4073,NA,-0.183,1.027,1.3296,-1.6969,NA,NA,52,11,NA,120,"EO","Ineligible"
"262",262,-0.544749576272642,-0.306288662678975,"EO","Ineligible",-0.552583723195261,-0.719362758733845,"EO","Ineligible",-1.85862851369386,-0.804011678471835,"EO","Ineligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EO","Ineligible"
"263",263,1.47599065624095,1.14718094579119,"EO","NotReported",0.854379036278758,0.286392864642851,"EO","NotReported",3.07182616467138,3.59473442103535,"EO","NotReported",17,77,12,90,12,102,NA,NA,NA,NA,88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,"EO","NotReported"
"264",264,0.889386688384946,0.607849529938805,"EL","Eligible",0.841564257812923,0.307012014185126,"EL","Eligible",1.52619412314058,2.09341142774273,"EL","Eligible",20,82,14,96,10,97,NA,NA,NA,NA,89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,"EL","Eligible"
"265",265,1.15131612692434,1.05886917649267,"EL","Eligible",-0.204001676099082,-0.604818207694438,"EL","Eligible",2.88469573325665,3.62914923081148,"EL","Eligible",12,60,10,77,5,61,NA,NA,NA,NA,93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"EL","Eligible"
"266",266,0.115823652595078,0.307012014185126,"EO","Ineligible",-0.0993115286043015,-0.299524492150996,"EO","Ineligible",-1.33114578369435,-0.320837996710502,"EO","Ineligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EO","Ineligible"
"267",267,0.807667453414493,0.526130294968352,"EO","Eligible",0.863037937236451,0.328485693608654,"EO","Eligible",-2.78932260223737,-2.22210529763522,"EO","Eligible",22,84,11,86,9,94,NA,NA,NA,NA,89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,"EO","Eligible"
"268",268,1.00524749606631,1.10189075364912,"EO","Ineligible",1.02406612795351,0.756985308390598,"EO","Ineligible",NA,NA,NA,NA,66,139,36,131,28,137,NA,NA,NA,NA,97,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,"EO","Ineligible"
"269",269,0.355462665884702,0.452105923467513,"EL","Eligible",-0.169392831954909,-0.436473651517824,"EL","Eligible",-0.0311250230679454,0.890564667439565,"EL","Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EL","Eligible"
"270",270,1.06763015141376,0.975183200982092,"EO","Ineligible",1.37599973257745,0.975183200982092,"EO","Ineligible",1.41471362020319,2.15916711775802,"EO","Ineligible",41,102,16,95,14,101,NA,NA,NA,NA,93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,"EO","Ineligible"
"271",271,0.9258124954029,0.975183200982092,"EL","Eligible",-0.242418168218606,-0.542932915789631,"EL","Eligible",0.29189592488677,1.16927656715611,"EL","Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EL","Eligible"
"272",272,0.163096204598697,0.307012014185126,"EO","NotReported",0.182679906495954,-0.0509669850588511,"EO","NotReported",-1.45338036990618,-0.487381631160503,"EO","NotReported",20,68,8,63,13,94,NA,NA,NA,NA,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,"EO","NotReported"
"273",273,0.614831215138774,0.427839160699871,"EO","Eligible",0.282771542042826,-0.18491284556875,"EO","Eligible",0.941282935590393,1.59711833666888,"EO","Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EO","Eligible"
"274",274,0.8873808331047,0.936751538683891,"EO","Ineligible",0.00204313563388307,-0.298471611937142,"EO","Ineligible",1.59580446446401,2.47318510673335,"EO","Ineligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EO","Ineligible"
"275",275,0.976050963344845,0.789058908905942,"EO","Ineligible",-0.29556677624654,-0.763251163858116,"EO","Ineligible",-0.0209978674245247,0.634837533653962,"EO","Ineligible",30,90,12,86,11,96,NA,NA,NA,NA,91,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"EO","Ineligible"
"276",276,1.29076413691925,1.29286229049482,"EO","Ineligible",1.39281785207181,1.05886917649267,"EO","Ineligible",1.42227078878506,2.25534238281623,"EO","Ineligible",64,136,36,132,27,134,NA,NA,NA,NA,95,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"EO","Ineligible"
"277",277,0.443230761591661,0.208966155149139,"EO","Ineligible",NA,NA,NA,NA,NA,NA,NA,NA,54,126,16,100,16,111,NA,NA,NA,NA,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,"EO","Ineligible"
"278",278,0.291442394359185,0.246267995931139,"EO","Ineligible",NA,NA,NA,NA,NA,NA,NA,NA,46,108,17,97,18,110,NA,NA,NA,NA,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,"EO","Ineligible"
"279",279,0.976050963344845,0.789058908905942,"EO","Eligible",NA,NA,NA,NA,NA,NA,NA,NA,48,116,19,106,17,112,NA,NA,NA,NA,91,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,"EO","Eligible"
"280",280,-0.136656704549894,0.054531657040154,"EO","Ineligible",NA,NA,NA,NA,1.17246407389716,2.18277186088101,"EO","Ineligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EO","Ineligible"
"281",281,-0.106799397684144,0.0843889639059041,"EO","Eligible",-0.296884592308844,-0.497097555855538,"EO","Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EO","Eligible"
