"","student_tracking_id","LetAbilitySS","LetAbility","ELStatus.x","proxy_SES.x","pseAbilitySS","pseAbility","ELStatus.y","proxy_SES.y","MPabilitySS","MPability.x","ELStatus","proxy_SES","wcj_lwi","wcj_lwi_ss","wcj_spelling","wcj_spelling_ss","wcj_wa","wcj_wa_ss","wcj_srt","wcj_srt_ss","wcm_lwi","wcm_lwi_ss","age_month","grade","ble_ucat","del_ucat","evo_ucat","rvo_ucat","nre_ucat","wre_ucat","srt_ucat","nwr_ucat","lnc","lco","rao","dgs","lsi_ucat","reading_outcome","cELStatus","cProxySES"
"1",1,0.666059096963018,0.857247458552491,"EL","NotReported",0.160468947829814,-0.0397440157169303,"EL","NotReported",1.25756708198187,2.26787486896572,"EL","NotReported",29,81,NA,NA,NA,NA,NA,NA,38,98,99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"EL","NotReported"
"2",2,0.0822908103303688,0.0843889639059041,"EL","NotReported",-0.717598825060792,-1.05154750063993,"EL","NotReported",-2.30154485024958,-1.46847325621841,"EL","NotReported",14,62,NA,NA,NA,NA,NA,NA,30,91,95,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,"EL","NotReported"
"3",3,-0.503155690883601,-0.642875193318885,"EL","NotReported",-0.686841710117274,-1.12109216972074,"EL","NotReported",NA,NA,NA,NA,25,84,NA,NA,NA,NA,NA,NA,39,108,92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,"EL","NotReported"
"4",4,0.132619527459156,0.418352993056442,"EL","NotReported",0.839504346413539,0.706159238883065,"EL","NotReported",-0.0874364262580329,1.01148945720216,"EL","NotReported",31,85,NA,NA,NA,NA,NA,NA,34,93,104,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,"EL","NotReported"
"5",5,-1.09384306426307,-1.32810767070559,"EL","NotReported",NA,NA,NA,NA,1.89010952407253,2.50163587691285,"EL","NotReported",12,64,6,67,5,67,NA,NA,NA,NA,90,1,NA,-0.1684,-1.1195,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,64,"EL","NotReported"
"6",6,0.50298457849243,0.552355284071622,"EL","NotReported",-0.34236044574786,-0.642875193318885,"EL","NotReported",-0.780233711358127,0.0971469309112128,"EL","NotReported",21,73,NA,NA,NA,NA,NA,NA,39,102,96,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,"EL","NotReported"
"7",7,0.680790919953004,0.682889073528577,"EL","NotReported",0.761787836279006,0.427839160699871,"EL","NotReported",1.45253168662776,2.28560328065893,"EL","NotReported",27,82,11,77,12,94,NA,NA,NA,NA,95,1,NA,1.2267,0.0639,NA,-0.2503,-1.6655,-0.0032,1.5915,NA,NA,31,9,NA,82,"EL","NotReported"
"8",8,0.23057017338729,-0.0509669850588511,"EL","NotReported",-1.68215577514424,-2.21670801877204,"EL","NotReported",NA,NA,NA,NA,16,75,NA,NA,NA,NA,NA,NA,14,72,89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"EL","NotReported"
"9",9,-1.20396860229426,-1.4855057607404,"EL","NotReported",0.361260544442822,-0.173291699184974,"EL","NotReported",0.162892081909691,0.730109386511836,"EL","NotReported",29,93,NA,NA,NA,NA,NA,NA,44,119,89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,"EL","NotReported"
"10",10,-1.39530655136279,-1.44048094979084,"EL","NotReported",-1.99390757083432,-2.36129017442156,"EL","NotReported",-3.19633280867484,-2.40757026288184,"EL","NotReported",21,76,NA,NA,NA,NA,NA,NA,35,99,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,"EL","NotReported"
"11",11,0.586245815945766,0.682889073528577,"EL","NotReported",0.455051296088452,0.187970476525537,"EL","NotReported",-1.52489590854732,-0.60320621803981,"EL","NotReported",25,77,NA,NA,NA,NA,NA,NA,27,83,97,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,"EL","NotReported"
"12",12,-0.106799397684144,0.0843889639059041,"EL","NotReported",0.0269212643617205,-0.173291699184974,"EL","NotReported",0.571176736466518,1.58148452345037,"EL","NotReported",29,81,NA,NA,NA,NA,NA,NA,55,122,99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"EL","NotReported"
"13",13,0.309676736413188,0.500865098003236,"EL","NotReported",-0.23626068797113,-0.436473651517824,"EL","NotReported",0.0375128463662082,1.04782063335006,"EL","NotReported",24,74,8,63,15,99,NA,NA,NA,NA,99,1,NA,0.7586,-0.6157,NA,-0.1978,-0.0844,-0.0529,1.2001,NA,NA,30,8,NA,74,"EL","NotReported"
"14",14,-1.8043328144633,-1.75496210888411,"EL","NotReported",-1.54129614778668,-1.84181089535771,"EL","NotReported",0.95562859752099,1.83300923979033,"EL","NotReported",23,76,NA,NA,NA,NA,NA,NA,36,98,96,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,"EL","NotReported"
"15",15,1.71071853513735,1.52372648069845,"EL","NotReported",0.735149802874831,0.267465415263255,"EL","NotReported",-0.0192022442615177,0.636633156816969,"EL","NotReported",48,116,NA,NA,NA,NA,NA,NA,46,119,91,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,"EL","NotReported"
"16",16,1.34040633493881,1.05886917649267,"EL","NotReported",0.2350277514768,-0.299524492150996,"EL","NotReported",0.217052463241599,0.784269767843744,"EL","NotReported",17,77,NA,NA,NA,NA,NA,NA,24,89,89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,"EL","NotReported"
"17",17,0.480532602373661,0.246267995931139,"EL","NotReported",0.82960400922834,0.328485693608654,"EL","NotReported",0.124536687759131,0.736063040599447,"EL","NotReported",20,80,NA,NA,NA,NA,NA,NA,26,91,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,"EL","NotReported"
"18",18,0.0347854694484468,0.225973831038495,"EL","NotReported",0.0328531749774105,-0.167359788569284,"EL","NotReported",0.560682054074658,1.57098984105851,"EL","NotReported",44,100,NA,NA,NA,NA,NA,NA,40,100,99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"EL","NotReported"
"19",19,-0.0690484353996169,-0.161495385831282,"EL","NotReported",-1.28972991243583,-1.69054644403119,"EL","NotReported",0.594316763717712,1.33877026127254,"EL","NotReported",22,79,10,77,6,71,NA,NA,NA,NA,93,1,NA,-1.0892,0.2725,NA,-0.5934,-1.8752,-0.964,-1.7125,NA,NA,48,6,NA,79,"EL","NotReported"
"20",20,0.233144874953583,0.187970476525537,"EL","NotReported",-0.635730237595025,-1.00311284118227,"EL","NotReported",1.59565000328842,2.38441254908142,"EL","NotReported",39,99,NA,NA,NA,NA,NA,NA,45,114,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,"EL","NotReported"
"21",21,1.47650677962946,1.19496962118332,"EL","NotReported",1.32361115253374,0.789058908905942,"EL","NotReported",1.68629715923487,2.25351446383702,"EL","NotReported",17,77,10,83,8,90,NA,NA,NA,NA,89,1,NA,0.0633,0.2725,NA,-1.3408,-2.5567,0.3395,0.7655,NA,NA,40,6,NA,77,"EL","NotReported"
"22",22,0.96222591890986,1.05886917649267,"EL","NotReported",0.595566513171569,0.328485693608654,"EL","NotReported",-0.44002048775457,0.48166920275294,"EL","NotReported",47,107,NA,NA,NA,NA,NA,NA,42,106,97,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,"EL","NotReported"
"23",23,0.352186412613172,0.307012014185126,"EL","NotReported",0.4219142606274,0.054531657040154,"EL","NotReported",NA,NA,NA,NA,39,99,NA,NA,NA,NA,NA,NA,49,119,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,"EL","NotReported"
"24",24,0.184569884022225,0.328485693608654,"EL","NotReported",NA,NA,NA,NA,NA,NA,NA,NA,34,88,12,78,11,89,NA,NA,NA,NA,98,1,NA,0.9109,-0.1027,NA,-0.8766,0.5119,-0.5909,0.053,NA,NA,38,7,NA,88,"EL","NotReported"
"25",25,0.313894370477955,0.552355284071622,"EL","NotReported",-0.26969461597924,-0.436473651517824,"EL","NotReported",0.000612753248817721,1.05522958847084,"EL","NotReported",39,93,14,83,17,103,NA,NA,NA,NA,100,1,NA,0.7586,0.1488,NA,-0.183,0.1386,-1.1852,0.4965,NA,NA,47,4,NA,93,"EL","NotReported"
"26",26,1.26556124913365,0.936751538683891,"EL","NotReported",0.622517828676061,0.054531657040154,"EL","NotReported",-1.28959164080478,-0.766683384440801,"EL","NotReported",31,97,15,100,14,108,NA,NA,NA,NA,88,1,NA,3,0.0639,NA,-1.4201,-0.7298,-2.2828,1.2022,NA,NA,30,6,NA,97,"EL","NotReported"
"27",27,1.29076413691925,1.29286229049482,"EO","NotReported",0.521919152104672,0.187970476525537,"EO","NotReported",0.421702187619751,1.25477378165092,"EO","NotReported",49,113,22,108,20,115,NA,NA,NA,NA,103,1,NA,3,0.0639,NA,0.9388,3,0.1515,0.4882,NA,NA,56,7,NA,113,"EO","NotReported"
"28",28,-1.9351708603259,-2.21670801877204,"EO","NotReported",1.18797303571154,0.653420792083748,"EO","NotReported",0.425372118889525,0.99258942349167,"EO","NotReported",41,109,13,93,9,94,NA,NA,NA,NA,89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,"EO","NotReported"
"29",29,-1.0469023797216,-1.37571209017136,"EL","NotReported",-1.14360918927142,-1.71159536090733,"EL","NotReported",-0.198140967807755,0.32476728855622,"EL","NotReported",17,78,13,94,11,100,NA,NA,NA,NA,88,1,NA,0.2156,0.1488,NA,0.4242,0.1386,-2.7928,-0.9395,NA,NA,28,5,NA,78,"EL","NotReported"
"30",30,1.17101614512641,0.936751538683891,"EO","NotReported",0.808130329804812,0.307012014185126,"EO","NotReported",1.95693984326891,2.56846619610923,"EO","NotReported",46,115,13,92,12,101,NA,NA,NA,NA,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,"EO","NotReported"
"31",31,0.0350182583267125,0.0843889639059041,"EO","NotReported",-0.168339320961895,-0.46885406853292,"EO","NotReported",1.90000731556743,2.77738795783677,"EO","NotReported",38,95,15,90,16,104,NA,NA,NA,NA,96,1,NA,2.253,-0.6036,NA,-0.183,0.1386,-0.9032,0.211,NA,NA,50,6,NA,95,"EO","NotReported"
"32",32,0.73968820332675,0.789058908905942,"EL","NotReported",-0.168339320961895,-0.46885406853292,"EL","NotReported",-0.960645895805682,-0.0832652535363419,"EL","NotReported",25,79,11,77,12,94,NA,NA,NA,NA,96,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,"EL","NotReported"
"33",33,-1.62107598079159,-1.94988569124135,"EO","NotReported",-0.897528164740993,-1.4655143363769,"EO","NotReported",-0.673268052945013,-0.150359796581038,"EO","NotReported",40,108,16,102,16,112,NA,NA,NA,NA,88,1,NA,0.7586,0.8808,NA,-0.3433,0.1386,0.2181,0.8986,NA,NA,20,9,NA,108,"EO","NotReported"
"34",34,0.425741007124298,0.427839160699871,"EO","NotReported",0.540500774460818,0.206552098881683,"EO","NotReported",1.58022366128404,2.41329525531521,"EO","NotReported",44,105,18,99,17,108,NA,NA,NA,NA,95,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,"EO","NotReported"
"35",35,0.550257130496049,0.552355284071622,"EO","NotReported",0.0320898761293682,-0.301858799449767,"EO","NotReported",-0.525346933509428,0.307724660521741,"EO","NotReported",50,114,16,94,18,110,NA,NA,NA,NA,95,1,NA,1.8997,0.9817,NA,-0.183,0.9022,-0.323,0.1985,NA,NA,39,10,NA,114,"EO","NotReported"
"36",36,1.00524749606631,1.10189075364912,"EO","NotReported",0.595566513171569,0.328485693608654,"EO","NotReported",NA,NA,NA,NA,60,128,20,101,25,128,NA,NA,NA,NA,97,1,NA,3,1.0199,NA,1.6107,1.4249,0.5897,-0.4038,NA,NA,34,10,NA,128,"EO","NotReported"
"37",37,-1.37306738594523,-1.4655143363769,"EO","NotReported",-0.809616437145704,-1.21043296874106,"EO","NotReported",NA,NA,NA,NA,28,87,13,88,11,95,NA,NA,NA,NA,93,1,NA,-0.1684,-0.3543,NA,0.4257,0.1386,-0.323,-0.7166,NA,NA,40,6,NA,87,"EO","NotReported"
"38",38,-0.163593539406855,-0.161495385831282,"EO","NotReported",-1.72756609821024,-2.06151477378938,"EO","NotReported",-0.485751028323686,0.347320565707483,"EO","NotReported",27,83,14,88,14,100,NA,NA,NA,NA,95,1,NA,0.2156,0.6608,NA,0.7398,0.0839,0.8456,0.2327,NA,NA,27,NA,NA,83,"EO","NotReported"
"39",39,-0.638755972637411,-0.920293131083552,"EO","NotReported",0.863037937236451,0.328485693608654,"EO","NotReported",1.37139001867547,1.93860732327762,"EO","NotReported",23,86,10,83,12,102,NA,NA,NA,NA,89,1,NA,-0.1684,0.0639,NA,0.4026,0.1386,-0.9768,1.2022,NA,NA,23,9,NA,86,"EO","NotReported"
"40",40,0.0350182583267125,0.0843889639059041,"EO","NotReported",NA,NA,NA,NA,-1.245098718528,-0.367718076258661,"EO","NotReported",46,107,9,70,12,94,NA,NA,NA,NA,96,1,NA,-0.8843,0.5012,NA,-0.6026,1.0199,-0.0562,0.0135,NA,NA,49,8,NA,107,"EO","NotReported"
"41",41,-0.499319824995007,-0.449949119415816,"EL","NotReported",-0.610935000404751,-0.911449747975776,"EL","NotReported",-1.96118794590731,-1.08380730363797,"EL","NotReported",24,78,10,74,11,92,NA,NA,NA,NA,96,1,NA,-1.8167,-0.1027,NA,0.4217,0.1386,-2.7479,0.1693,NA,NA,35,3,NA,78,"EL","NotReported"
"42",42,-1.14144748372884,-1.37571209017136,"EO","NotReported",-1.71558970315235,-2.21670801877204,"EO","NotReported",NA,NA,NA,NA,38,103,15,98,14,106,NA,NA,NA,NA,90,1,NA,0.2156,0.0639,NA,-0.4674,0.6144,-0.4698,0.1693,NA,NA,28,9,NA,103,"EO","NotReported"
"43",43,1.05252004806993,1.10189075364912,"EO","NotReported",0.144581524030404,-0.155933223540621,"EO","NotReported",1.23685779264165,2.11423843491099,"EO","NotReported",37,94,12,81,18,109,NA,NA,NA,NA,96,1,NA,0.2156,-0.1027,NA,-0.183,0.5119,-0.7889,-0.7166,NA,NA,43,NA,NA,94,"EO","NotReported"
"44",44,-1.28326513973969,-1.37571209017136,"EL","NotReported",0.518068551644051,0.117252020048695,"EL","NotReported",0.19725168762121,0.941705185176038,"EL","NotReported",37,98,18,102,19,115,NA,NA,NA,NA,93,1,NA,0.0633,0.2725,NA,3,0.572,-2.5203,0.0829,NA,NA,25,8,NA,98,"EL","NotReported"
"45",45,0.260565780101304,0.404481589687733,"EO","NotReported",-0.58995399409641,-0.823600885651215,"EO","NotReported",1.09176533200795,2.05776407075363,"EO","NotReported",54,117,19,98,25,127,NA,NA,NA,NA,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,"EO","NotReported"
"46",46,0.792835729097462,0.936751538683891,"EO","NotReported",0.916535965083382,0.682889073528577,"EO","NotReported",0.488511308739759,1.45451004748544,"EO","NotReported",25,77,14,85,12,92,NA,NA,NA,NA,98,1,NA,0.7586,0.8808,NA,0.4217,-0.7298,-0.4704,0.3743,NA,NA,40,NA,NA,77,"EO","NotReported"
"47",47,0.615202575092611,0.286392864642851,"EO","NotReported",0.528242155918976,-0.0397440157169303,"EO","NotReported",0.841878262662295,1.36478651902627,"EO","NotReported",53,127,24,121,18,117,NA,NA,NA,NA,88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,"EO","NotReported"
"48",48,0.614831215138774,0.427839160699871,"EO","NotReported",0.584936407660271,0.117252020048695,"EO","NotReported",0.209187795684583,0.86502319676307,"EO","NotReported",43,108,15,95,14,103,NA,NA,NA,NA,91,1,NA,0.7586,0.3589,NA,0.7398,-0.2797,-2.8107,1.4632,NA,NA,29,8,NA,108,"EO","NotReported"
"49",49,-1.58214901832321,-1.4855057607404,"EO","NotReported",-0.653212311520637,-0.920293131083552,"EO","NotReported",1.66541127559434,2.58710096610185,"EO","NotReported",24,76,9,69,11,90,NA,NA,NA,NA,97,1,NA,-3,-0.666,NA,-0.5861,-0.7298,0.248,-0.7486,NA,NA,50,4,NA,76,"EO","NotReported"
"50",50,-1.37377119176366,-1.60803579820618,"EO","NotReported",-0.26213284823843,-0.763251163858116,"EO","NotReported",NA,NA,NA,NA,29,92,11,85,16,111,NA,NA,NA,NA,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,"EO","NotReported"
"51",51,0.262642993405273,0.170196042973608,"EO","NotReported",-1.23054893548055,-1.63136546707591,"EO","NotReported",0.455723161021362,1.20017665857619,"EO","NotReported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,1,NA,1.2267,3,NA,-0.336,0.5119,2.2113,0.4363,NA,NA,19,10,NA,NA,"EO","NotReported"
"52",52,0.541276620627648,0.307012014185126,"EO","Ineligible",0.333758527050402,-0.167359788569284,"EO","Ineligible",NA,NA,NA,NA,37,102,16,100,18,115,NA,NA,NA,NA,90,1,NA,0.7586,0.7185,NA,-0.1738,0.5119,-0.5909,1.0363,NA,NA,30,8,NA,102,"EO","Ineligible"
"53",53,0.331195903117061,0.427839160699871,"EO","Ineligible",-0.0347779798868521,-0.301858799449767,"EO","Ineligible",NA,NA,NA,NA,43,101,17,94,14,98,NA,NA,NA,NA,97,1,NA,-0.5978,1.8521,NA,-0.183,0.135,0.5185,-0.5075,NA,NA,46,9,NA,101,"EO","Ineligible"
"54",54,-1.07604698921603,-1.12122138764408,"EO","Ineligible",-0.318497421086396,-0.685880024673642,"EO","Ineligible",NA,NA,NA,NA,48,112,20,105,18,111,NA,NA,NA,NA,94,1,NA,1.4715,0.3356,NA,1.4843,1.5199,0.554,1.4333,NA,NA,26,9,NA,112,"EO","Ineligible"
"55",55,1.38530924092649,1.29286229049482,"EO","Ineligible",0.852922455062869,0.452105923467513,"EO","Ineligible",0.435482256280522,1.17993575383535,"EO","Ineligible",44,108,19,104,14,102,NA,NA,NA,NA,93,1,NA,0.7586,0.8808,NA,0.4217,-0.3016,-0.3584,-0.0635,NA,NA,38,10,NA,108,"EO","Ineligible"
"56",56,-0.485844357097016,-0.436473651517824,"EO","Ineligible",0.133154959001741,-0.167359788569284,"EO","Ineligible",0.55981722452745,1.43719786679679,"EO","Ineligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,1,NA,0.7586,1.4555,NA,0.1353,-1.029,0.3797,0.0222,NA,NA,50,7,NA,NA,"EO","Ineligible"
"57",57,1.00378125959327,1.19496962118332,"EO","Ineligible",0.883102037075272,0.682889073528577,"EO","Ineligible",0.984837589539388,1.99514537652324,"EO","Ineligible",53,114,29,117,23,120,NA,NA,NA,NA,99,1,NA,3,3,NA,3,3,1.9521,0.1693,NA,NA,41,11,NA,114,"EO","Ineligible"
"58",58,0.331195903117061,0.427839160699871,"EO","Ineligible",-1.14239137978786,-1.40947219935077,"EO","Ineligible",1.98364017365839,2.9053298641659,"EO","Ineligible",34,89,17,94,19,111,NA,NA,NA,NA,97,1,NA,-0.1684,3,NA,0.4257,0.7544,0.4105,0.2495,NA,NA,59,9,NA,89,"EO","Ineligible"
"59",59,-1.33611885878317,-1.00311284118227,"EO","Ineligible",-1.65505092936175,-1.75496210888411,"EO","Ineligible",-2.34209012033455,-1.19885518863619,"EO","Ineligible",17,60,12,74,6,58,NA,NA,NA,NA,102,1,NA,-0.5978,1.0513,NA,-0.5861,-1.452,-0.9651,-1.4279,NA,NA,31,7,NA,60,"EO","Ineligible"
"60",60,0.86988112796748,0.682889073528577,"EO","Ineligible",0.754077252254427,0.286392864642851,"EO","Ineligible",-0.150721138899771,0.505114262178716,"EO","Ineligible",51,121,18,104,23,126,NA,NA,NA,NA,91,1,NA,0.2156,0.7543,NA,-0.5861,-0.0844,0.6732,0.4329,NA,NA,45,11,NA,121,"EO","Ineligible"
"61",61,0.367687326486462,0.653420792083748,"EO","Eligible",-1.62161700135364,-1.75496210888411,"EO","Eligible",-3.05174467904521,-1.95281879558502,"EO","Eligible",57,119,17,90,22,116,NA,NA,NA,NA,101,1,NA,0.9109,1.4555,NA,0.77,1.5837,0.1515,-0.2824,NA,NA,25,8,NA,119,"EO","Eligible"
"62",62,2.01381466251531,1.73227750406917,"EO","Ineligible",1.43454890386131,0.899996660233512,"EO","Ineligible",2.02927160826546,2.59648891286761,"EO","Ineligible",45,115,20,111,20,121,NA,NA,NA,NA,89,1,NA,0.7586,1.0076,NA,0.1353,3,0.4366,2.5411,NA,NA,38,12,NA,115,"EO","Ineligible"
"63",63,0.86988112796748,0.682889073528577,"EO","Ineligible",0.693658218650071,0.225973831038495,"EO","Ineligible",-0.0521473484646036,0.603688052613883,"EO","Ineligible",42,107,16,99,15,107,NA,NA,NA,NA,91,1,NA,0.2156,1.4555,NA,0.7398,0.5119,0.5185,0.4882,NA,NA,51,10,NA,107,"EO","Ineligible"
"64",64,-0.494501403432187,-0.161495385831282,"EO","Ineligible",0.0601671638054336,-0.0397440157169303,"EO","Ineligible",-1.55197251824921,-0.408737586550851,"EO","Ineligible",35,85,14,81,11,86,NA,NA,NA,NA,102,1,NA,0.2156,1.4073,NA,-0.7837,0.3837,0.4435,0.0103,NA,NA,34,10,NA,85,"EO","Ineligible"
"65",65,-0.201344501691382,0.0843889639059041,"EO","Ineligible",0.187876764570628,0.054531657040154,"EO","Ineligible",-1.11378335940784,-0.0148574759476477,"EO","Ineligible",51,109,21,99,16,99,NA,NA,NA,NA,101,1,NA,1.866,1.4404,NA,0.7398,1.137,0.8982,1.7744,NA,NA,46,11,NA,109,"EO","Ineligible"
"66",66,0.109908841298873,0.206552098881683,"EO","Ineligible",0.574092833748041,0.307012014185126,"EO","Ineligible",1.17513636255048,2.09682605305799,"EO","Ineligible",42,99,14,86,15,100,NA,NA,NA,NA,97,1,NA,0.7539,1.9931,NA,1.0157,1.0503,1.3296,1.1656,NA,NA,46,11,NA,99,"EO","Ineligible"
"67",67,-0.597700794890839,-0.642875193318885,"EO","Ineligible",-1.59472356237804,-1.96210616596529,"EO","Ineligible",-1.87005879894551,-1.08129625315251,"EO","Ineligible",56,125,20,105,22,121,NA,NA,NA,NA,94,1,NA,1.8997,1.3356,NA,1.4762,1.5837,1.0475,0.053,NA,NA,34,10,NA,125,"EO","Ineligible"
"68",68,-0.136387273299741,-0.0397440157169303,"EO","Ineligible",-0.182868299852901,-0.449949119415816,"EO","Ineligible",-0.131619623199098,0.790070067308412,"EO","Ineligible",28,82,11,76,14,98,NA,NA,NA,NA,97,1,NA,0.2156,1.5665,NA,-0.1798,-1.3271,0.1616,0.8064,NA,NA,25,9,NA,82,"EO","Ineligible"
"69",69,0.231842436025844,0.328485693608654,"EO","Ineligible",-0.0473094071037031,-0.314390226666618,"EO","Ineligible",-0.104164418096398,0.817525272411112,"EO","Ineligible",37,93,14,86,17,106,NA,NA,NA,NA,97,1,NA,0.9109,3,NA,0.7398,0.5119,-0.323,-0.9395,NA,NA,38,9,NA,93,"EO","Ineligible"
"70",70,-0.112421492741485,-0.0157782351586747,"EO","Ineligible",-1.24605944631668,-1.51314026587959,"EO","Ineligible",0.194973694152359,1.11666338465987,"EO","Ineligible",38,94,16,92,17,106,NA,NA,NA,NA,97,1,NA,3,3,NA,0.4257,0.572,1.9521,0.662,NA,NA,43,10,NA,94,"EO","Ineligible"
"71",71,-1.55348752898172,-1.31502661538805,"EO","Ineligible",-0.753514095544968,-0.920293131083552,"EO","Ineligible",1.37317818229334,2.42779501751536,"EO","Ineligible",45,100,19,96,21,114,NA,NA,NA,NA,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"EO","Ineligible"
"72",72,0.957974944062691,1.10189075364912,"EO","Ineligible",0.318035855460709,0.0843889639059041,"EO","Ineligible",0.940382301196469,1.90638103994215,"EO","Ineligible",59,126,17,93,20,113,NA,NA,NA,NA,98,1,NA,3,1.0076,NA,0.9826,1.5199,0.6732,1.6253,NA,NA,41,9,NA,126,"EO","Ineligible"
"73",73,0.840412846522651,0.653420792083748,"EO","Ineligible",-0.00116968092134397,-0.46885406853292,"EO","Ineligible",1.02748330579923,1.68331870687772,"EO","Ineligible",36,99,16,99,18,114,NA,NA,NA,NA,91,1,NA,1.7081,1.1798,NA,0.7398,0.5119,-0.452,0.4965,NA,NA,49,7,NA,99,"EO","Ineligible"
"74",74,-1.77222312554285,-1.72285241996366,"EO","Ineligible",0.52648857860952,0.225973831038495,"EO","Ineligible",0.0761759141773782,0.953556556446718,"EO","Ineligible",20,71,12,80,10,87,NA,NA,NA,NA,96,1,NA,0.7586,0.1488,NA,-0.4674,-0.8978,0.4366,1.0363,NA,NA,24,10,NA,71,"EO","Ineligible"
"75",75,0.678535034056958,0.822450843643387,"EO","Ineligible",0.759777186523157,0.526130294968352,"EO","Ineligible",1.26648940897608,2.23248814772176,"EO","Ineligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,1,NA,3,1.3483,NA,1.5298,3,2.977,2.767,NA,NA,50,12,NA,NA,"EO","Ineligible"
"76",76,0.0983324142868913,0.100430567862464,"EO","Ineligible",0.0320898761293682,-0.301858799449767,"EO","Ineligible",1.78676451145612,2.61983610548729,"EO","Ineligible",61,132,29,121,26,132,NA,NA,NA,NA,95,1,NA,3,3,NA,3,1.3252,2.5228,0.4238,NA,NA,36,10,NA,132,"EO","Ineligible"
"77",77,1.08579501884036,0.756985308390598,"EO","Ineligible",0.269514559698765,-0.298471611937142,"EO","Ineligible",1.12392215114162,1.64683040750559,"EO","Ineligible",51,124,21,115,18,117,NA,NA,NA,NA,88,1,NA,0.7586,0.8808,NA,0.6485,1.5412,1.9521,0.662,NA,NA,40,8,NA,124,"EO","Ineligible"
"78",78,0.280417426957202,0.187970476525537,"EO","Eligible",-0.602296309586914,-1.00311284118227,"EO","Eligible",NA,NA,NA,NA,38,99,19,104,16,107,NA,NA,NA,NA,93,1,NA,0.7586,0.7185,NA,0.842,0.0839,-0.3011,-0.5075,NA,NA,43,7,NA,99,"EO","Eligible"
"79",79,-1.49164596464063,-1.63136546707591,"EO","Ineligible",-0.170567748090972,-0.604818207694438,"EO","Ineligible",-0.918723462239047,-0.21857901292239,"EO","Ineligible",40,103,17,100,20,118,NA,NA,NA,NA,92,1,NA,0.7586,1.0076,NA,0.9826,0.3457,-0.0529,0.4882,NA,NA,23,9,NA,103,"EO","Ineligible"
"80",80,-1.86965921553362,-1.96210616596529,"EO","Ineligible",NA,NA,NA,NA,-0.015281085162184,0.729172412392644,"EO","Ineligible",48,114,NA,NA,NA,NA,NA,NA,NA,NA,93,1,NA,0.7586,1.7976,NA,0.77,0.7544,1.7714,1.2311,NA,NA,36,9,NA,114,"EO","Ineligible"
"81",81,-1.70978771045606,-1.75496210888411,"EO","Ineligible",-1.38757950529686,-1.75496210888411,"EO","Ineligible",-0.323781882763485,0.464980663029514,"EO","Ineligible",50,115,18,100,23,124,NA,NA,NA,NA,94,1,NA,0.2156,0.5012,NA,0.1353,0.5119,0.3962,-0.6632,NA,NA,31,11,NA,115,"EO","Ineligible"
